bird_reference	bird_shorthand	bird_shorthand_pt
5018	CDOW	C.DOW
5019	CHOU	CH.OU
5020	BVOM	BV.OM
5021	CMOU	C.MOU
5022	BAOL	B.AOL
5023	MGAU	MG.AU
5024	ZBAP	Z.BAP
5025	PYAV	PYA.V
5026	RRAH	R.RAH
5027	MPAR	M.PAR
5028	EAUK	EAUK
5029	EAUL	EAUL
5030	MJAZ	MJ.AZ
5031	TLAZ	TLA.Z
5032	RWAH	R.WAH
5033	RZAZ	R.ZAZ
5034	RSAR	RS.AR
5035	RXAK	RXA.K
5036	RSAV	RSA.V
5037	MDAC	MD.AC
5038	AAOC	AAO.C
5039	AKOC	AKO.C
5040	ZWAC	ZWA.C
5041	ZYAK	ZYA.K
5042	ALOH	A.LOH
5043	RWAX	RW.AX
5044	ZBAM	ZB.AM
5045	RWAG	RWA.G
5046	YTAT	Y.TAT
5047	ZBAY	ZBA.Y
5048	AKOD	A.KOD
5049	ALOB	AL.OB
5050	ALOR	AL.OR
5051	ZZAG	ZZA.G
5052	ZXAG	ZXA.G
5053	ZPAJ	ZP.AJ
5054	ZGAJ	ZG.AJ
5055	ZDAG	ZDA.G
5056	AFON	AFO.N
5057	ZRAT	Z.RAT
5058	ZSAK	ZSA.K
5059	ZRAY	ZRA.Y
5060	ZSAT	Z.SAT
5061	ZPAG	ZPA.G
5062	ZPAW	Z.PAW
5063	ZSAW	Z.SAW
5064	ZSAA	Z.SAA
5065	ZSAL	Z.SAL
5066	ZSAB	ZS.AB
5067	ZRAZ	Z.RAZ
5068	AUOB	AU.OB
5069	ZPAD	Z.PAD
5070	ZLAY	ZLA.Y
5071	AUOV	AUO.V
5072	AKON	AKO.N
5073	ZPAP	Z.PAP
5074	ASOF	AS.OF
5075	ZMAH	Z.MAH
5076	ZMAX	ZM.AX
5077	ZJAJ	ZJ.AJ
5078	YYAV	YYA.V
5079	ZMAF	ZM.AF
5080	AROR	AR.OR
5081	ZMAC	ZMA.C
5082	PTAC	PT.AC
5083	AFOF	AF.OF
5084	AFOG	AFO.G
5085	AFOR	AF.OR
5086	AFOZ	A.FOZ
5087	ALOA	A.LOA
5088	ALOM	AL.OM
5089	ALON	ALO.N
5090	ALOU	AL.OU
5091	ALOZ	A.LOZ
5092	RTAU	RT.AU
5093	BWOL	B.WOL
5094	BMOM	B.MOM
5095	AGOF	AG.OF
5096	CMOP	C.MOP
5097	CTOK	CTO.K
5098	CLOK	CLO.K
5099	CFOB	CF.OB
5100	CGOT	C.GOT
5101	CMOZ	C.MOZ
5102	ZYAF	ZY.AF
5103	CRON	CRO.N
5104	CZOB	CZ.OB
5105	CHOP	C.HOP
5106	EAU	EAU
5107	MPAD	MPA.D
5108	ZCAG	ZCA.G
5109	RZAG	RZA.G
5110	PYAZ	P.YAZ
5111	MGAC	MGA.C
5112	MPAU	M.PAU
5113	SLAD	S.LAD
5114	KSAY	KS.AY
5115	MDAB	M.DAB
5116	PFAP	PF.AP
5117	MPAP	MPA.P
5118	MGAD	M.GAD
5119	PYAB	PY.AB
5120	MGAK	MGA.K
5121	PZAM	P.ZAM
5122	NHAY	NHA.Y
5123	MDAD	MDA.D
5124	PYAA	P.YAA
5125	PZAG	PZ.AG
5126	PZAR	P.ZAR
5127	MPAL	MPA.L
5128	PYAC	PYA.C
5129	LKAY	LK.AY
5130	PNAP	P.NAP
5131	MDAA	MDA.A
5132	SLAA	S.LAA
5133	MKAL	M.KAL
5134	SLAL	S.LAL
5135	CYAY	C.YAY
5136	PZAT	PZA.T
5137	PZAZ	PZA.Z
5138	PYAK	PYA.K
5139	PYAH	P.YAH
5140	MGAB	MG.AB
5141	SLAK	SLA.K
5142	MPAC	MP.AC
5143	MGAH	M.GAH
5144	SLAJ	SL.AJ
5145	MGAT	M.GAT
5146	MUAS	M.UAS
5147	PYAU	PY.AU
5148	FBOL	F.BOL
5149	ZDAF	ZD.AF
5150	LGAV	LGAV
5151	KYAS	KYAS
5152	AAOH	A.AOH
5153	ZMAY	ZMA.Y
5154	ZSAY	ZSA.Y
5155	ZPAU	ZP.AU
5156	ZYAZ	Z.YAZ
5157	ZYAG	ZYA.G
5158	TSAL	TSAL
5159	ZJAY	ZJA.Y
5160	ZJAC	ZJA.C
5161	AXOT	A.XOT
5162	ZHAS	ZHA.S
5163	AROS	ARO.S
5164	ZJAP	Z.JAP
5165	ZJAL	Z.JAL
5166	AVOJ	AV.OJ
5167	APOH	A.POH
5168	AGOA	A.GOA
5169	AGOC	AGO.C
5170	AGOJ	AG.OJ
5171	AGOL	A.GOL
5172	AGON	AGO.N
5173	AWOU	AW.OU
5174	AWOC	AWO.C
5175	AWOD	A.WOD
5176	AWOF	AW.OF
5177	AWOG	AWO.G
5178	AWOH	A.WOH
5179	AWOL	A.WOL
5180	AWOV	AWO.V
5181	AWOR	AW.OR
5182	AWOS	AWO.S
5183	ZJAU	ZJ.AU
5184	AUOX	AU.OX
5185	AHOJ	AH.OJ
5186	AVOW	A.VOW
5187	PNAU	PN.AU
5188	CROV	CRO.V
5189	KJAC	KJ.AC
5190	CJAX	C.JAX
5191	CJAU	C.JAU
5192	CHAM	CH.AM
5193	CHAL	C.HAL
5194	CJAZ	CJA.Z
5195	HGAP	HG.AP
5196	CMAU	C.MAU
5197	CMAZ	CMA.Z
5198	LAAC	L.AAC
5199	EL06	EL06
5200	NR0	NR0
5201	LAAK	L.AAK
5202	TY8	TY8
5203	E030	E030
5204	RC0	RC0
5205	LBAT	L.BAT
5206	LBAZ	L.BAZ
5207	LDAK	L.DAK
5208	LDAL	LD.AL
5209	LDAN	L.DAN
5210	B11	B11
5211	LDAV	L.DAV
5212	LRAL	LRAL
5213	LRAT	L.RAT
5214	CDAJ	CD.AJ
5215	ES51	ES51
5216	CDAL	C.DAL
5217	CDAP	C.DAP
5218	CLAC	CLA.C
5219	CLAF	CL.AF
5220	CTAA	C.TAA
5221	CTAB	CT.AB
5222	CTAC	CTA.C
5223	CTAD	C.TAD
5224	CTAF	CT.AF
5225	CTAH	C.TAH
5226	CTAJ	CT.AJ
5227	CTAK	CTA.K
5228	CTAL	C.TAL
5229	CTAN	CTA.N
5230	CTAR	CT.AR
5231	CTAS	CTA.S
5232	CTAT	C.TAT
5233	CTAU	CT.AU
5234	CTAV	CTA.V
5235	CTAW	C.TAW
5236	CTAX	CT.AX
5237	CTAZ	C.TAZ
5238	CWAD	C.WAD
5239	CWAU	CW.AU
5240	CWAV	CWA.V
5241	CWAW	C.WAW
5242	CWAX	CW.AX
5243	CWAZ	C.WAZ
5244	CZAA	C.ZAA
5245	CZAB	CZ.AB
5246	CZAC	CZA.C
5247	CZAF	CZ.AF
5248	CZAG	CZA.G
5249	CZAH	C.ZAH
5250	CZAL	C.ZAL
5251	CZAM	CZ.AM
5252	CZAN	CZA.N
5253	CZAP	C.ZAP
5254	CZAS	CZA.S
5255	CZAV	CZA.V
5256	CZAW	C.ZAW
5257	CZAZ	CZAZ
5258	HCAB	HCA.B
5259	HCAC	H.CAC
5260	HCAF	HCA.F
5261	HDAS	HDA.S
5262	HVAA	HV.AA
5263	HVAB	HVA.B
5264	HVAD	HV.AD
5265	HVAF	HVA.F
5266	HVAG	H.VAG
5267	HVAH	HV.AH
5268	HVAK	H.VAK
5269	HVAL	HV.AL
5270	HVAM	HVA.M
5271	HVAP	HV.AP
5272	HVAR	HVA.R
5273	CMAV	CM.AV
5274	LDAW	LD.AW
5275	RJAA	R.JAA
5276	LDAZ	LD.AZ
5277	LDAB	LDA.B
5278	LDAF	LDA.F
5279	LDAJ	LDA.J
5280	LDAM	LDA.M
5281	LDAR	LDA.R
5282	LRAM	LR.AM
5283	LRAK	LRA.K
5284	LRAN	LRA.N
5285	KWAM	KW.AM
5286	KWAL	KW.AL
5287	KWAK	KW.AK
5288	ZKAG	ZKA.G
5289	HVAT	HV.AT
5290	TVAV	TV.AV
5291	HVAV	H.VAV
5292	HVAW	HV.AW
5293	HVAX	HVA.X
5294	HVAZ	HV.AZ
5295	HWAA	H.WAA
5296	HWAB	HW.AB
5297	HWAC	HWA.C
5298	HWAD	H.WAD
5299	HWAG	HWA.G
5300	HWAW	H.WAW
5301	HWAH	H.WAH
5302	HWAK	HWA.K
5303	TVAW	TVA.W
5304	HWAM	HW.AM
5305	HWAN	HWA.N
5306	HWAP	H.WAP
5307	HWAR	HW.AR
5308	HWAU	HWAU
5309	HWAV	HWA.V
5310	BKU	BKU
5311	LBAB	LB.AB
5312	LBAC	LBA.C
5313	LBAD	L.BAD
5314	LBAF	LB.AF
5315	LBAJ	LB.AJ
5316	TVAY	T.VAY
5317	LBAL	L.BAL
5318	LCAA	LCA.A
5319	LCAB	LCAB
5320	LBAM	LB.AM
5321	LCAC	LC.AC
5322	LFAB	LF.AB
5323	LFAC	LFA.C
5324	TVAZ	T.VAZ
5325	LFAF	LF.AF
5326	LFAG	LFA.G
5327	LFAH	L.FAH
5328	LFAJ	LF.AJ
5329	LFAM	LF.AM
5330	LFAN	LFA.N
5331	LFAP	L.FAP
5332	LFAR	LF.AR
5333	LFAT	L.FAT
5334	LFAU	LF.AU
5335	LFAV	LFA.V
5336	LFAX	LF.AX
5337	LGAA	LGA.A
5338	LGAB	L.GAB
5339	LGAC	LG.AC
5340	LGAG	LG.AG
5341	LGAH	LGAH
5342	LGAK	LG.AK
5343	LGAM	L.GAM
5344	LGAP	LGA.P
5345	LGAR	L.GAR
5346	E523	E523
5347	LGAT	LGA.T
5348	LGAX	L.GAX
5349	LMAD	L.MAD
5350	LMAH	L.MAH
5351	LMAJ	LM.AJ
5352	LMAK	LMA.K
5353	HGAD	HG.AD
5354	HGAF	HGA.F
5355	HGAG	H.GAG
5356	HGAH	HG.AH
5357	HGAJ	HGA.J
5358	HGAK	H.GAK
5359	HGAL	HG.AL
5360	HGAN	H.GAN
5361	HGAT	HG.AT
5362	HGAU	HGA.U
5363	HGAX	HGA.X
5364	HGAZ	HG.AZ
5365	HHAX	HH.AX
5366	HJAA	HJA.A
5367	HJAB	H.JAB
5368	HJAC	HJ.AC
5369	HJAG	HJ.AG
5370	HJAH	HJA.H
5371	HJAJ	H.JAJ
5372	HJAL	HJA.L
5373	HJAM	H.JAM
5374	HJAP	HJA.P
5375	HJAS	HJ.AS
5376	HJAT	HJA.T
5377	HJAU	H.JAU
5378	HJAV	HJ.AV
5379	HJAW	HJA.W
5380	HJAX	H.JAX
5381	HKAG	H.KAG
5382	HRAC	HR.AC
5383	HRAD	HRA.D
5384	HRAF	H.RAF
5385	HRAG	HR.AG
5386	HRAH	HRA.H
5387	HRAJ	H.RAJ
5388	HRAL	HRA.L
5389	HRAM	H.RAM
5390	HRAN	HR.AN
5391	HRAR	H.RAR
5392	HRAS	HR.AS
5393	HRAT	HRA.T
5394	HRAU	H.RAU
5395	LMAB	LM.AB
5396	LJAP	L.JAP
5397	LLAJ	LLA.J
5398	MAAA	MAA.A
5399	MAAB	M.AAB
5400	MAAD	MAA.D
5401	MAAM	M.AAM
5402	MAAN	MA.AN
5403	MAAS	MA.AS
5404	MAAW	MAA.W
5405	CCAS	C.CAS
5406	LLAZ	LL.AZ
5407	CYAB	CYA.B
5408	LLAG	L.LAG
5409	LLAB	LLA.B
5410	LJAD	L.JAD
5411	CCAT	CC.AT
5412	LLAP	LL.AP
5413	LLAR	LLA.R
5414	CVAC	C.VAC
5415	LLAD	LL.AD
5416	LLAL	LL.AL
5417	LLAM	LLA.M
5418	LLAS	L.LAS
5419	LLAH	LL.AH
5420	LJAU	LJ.AU
5421	CVAX	CVA.X
5422	CVAJ	CVA.J
5423	CCAN	C.CAN
5424	LJAC	LJA.C
5425	MCAS	MCA.S
5426	MCAP	M.CAP
5427	CCAU	CCA.U
5428	MCAW	M.CAW
5429	MCAB	MC.AB
5430	MCAA	M.CAA
5431	MCAK	MCA.K
5432	MCAU	MC.AU
5433	LRAZ	L.RAZ
5434	EA91	EA91
5435	LAAD	LA.AD
5436	LAAL	LA.AL
5437	LAAP	LA.AP
5438	E256	E256
5439	MCAT	M.CAT
5440	LAAB	LAA.B
5441	LAAF	LAA.F
5442	LAAJ	LAA.J
5443	LAAM	LAA.M
5444	NJ8	NJ8
5445	LAAU	LAA.U
5446	NV9	NV9
5447	LBAR	LB.AR
5448	LBAV	LBA.V
5449	LBAU	LB.AU
5450	LBAN	LBA.N
5451	LBAS	LBA.S
5452	LDAA	LD.AA
5453	LDAD	LDAD
5454	LDAH	LD.AH
5455	LDAP	LD.AP
5456	MCAM	MC.AM
5457	MCAG	MCA.G
5458	CYAZ	CY.AZ
5459	CYAL	CY.AL
5460	CYAU	CYA.U
5461	MDAY	MD.AY
5462	CYAP	CY.AP
5463	MYAA	M.YAA
5464	MYAG	MYA.G
5465	MNAY	MNA.Y
5466	CYAD	CY.AD
5467	MYAZ	M.YAZ
5468	MLAY	ML.AY
5469	MKAY	MKA.Y
5470	CYAS	C.YAS
5471	CYAX	CYA.X
5472	MGAY	MGA.Y
5473	MYAL	M.YAL
5474	MYAY	MYA.Y
5475	MCAY	MCA.Y
5476	MJAY	M.JAY
5477	MYAS	MYA.S
5478	MSAY	MSA.Y
5479	MTAY	MT.AY
5480	MAAY	MA.AY
5481	CUAC	CU.AC
5482	MYAT	M.YAT
5483	MYAV	MYA.V
5484	MYAU	MY.AU
5485	MCAZ	M.CAZ
5486	MYAX	MY.AX
5487	MYAC	MYA.C
5488	MFAY	M.FAY
5489	MYAR	MY.AR
5490	MYAK	MYA.K
5491	MYAB	MY.AB
5492	MUAY	M.UAY
5493	MMAY	M.MAY
5494	MRAY	M.RAY
5495	MCAN	MCA.N
5496	MZAY	MZ.AY
5497	MXAB	MXA.B
5498	MVAY	MVA.Y
5499	MXAY	M.XAY
5500	MYAH	M.YAH
5501	MYAD	M.YAD
5502	MYAP	M.YAP
5503	MBAY	M.BAY
5504	MYAM	MY.AM
5505	MYAF	MY.AF
5506	MHAY	MH.AY
5507	MWAY	MW.AY
5508	LRAP	L.RAP
5509	LRAW	L.RAW
5510	LRAR	LR.AR
5511	MTAN	MT.AN
5512	MTAP	MTA.P
5513	LCAF	L.CAF
5514	LCAG	LC.AG
5515	LCAH	LCA.H
5516	LCAJ	L.CAJ
5517	LCAM	L.CAM
5518	LCAN	LC.AN
5519	LCAR	L.CAR
5520	LCAS	LC.AS
5521	LCAT	LCA.T
5522	LCAW	LCA.W
5523	LCAX	LCAX
5524	LCAZ	LCA.Z
5525	HWAZ	H.WAZ
5526	ET54	ET54
5527	KUAG	KU.AG
5528	KWAA	KW.AA
5529	KWAC	KW.AC
5530	KWAD	KW.AD
5531	KWAH	KW.AH
5532	KWAJ	KW.AJ
5533	KWAN	KW.AN
5534	KWAR	KW.AR
5535	KWAS	KW.AS
5536	KWAV	KW.AV
5537	KWAW	KW.AW
5538	KWAZ	KW.AZ
5539	TU9	TU9
5540	KYAB	KY.AB
5541	KYAF	KY.AF
5542	KYAG	KY.AG
5543	KYAH	KY.AH
5544	KYAJ	KY.AJ
5545	KYAK	KY.AK
5546	KYAL	KY.AL
5547	KYAM	KY.AM
5548	KYAP	KY.AP
5549	KYAR	KY.AR
5550	KYAT	KY.AT
5551	KYAU	KY.AU
5552	KYAV	KY.AV
5553	KYAW	KY.AW
5554	KYAY	KY.AY
5555	KZAA	KZ.AA
5556	KZAB	KZ.AB
5557	KZAD	KZ.AD
5558	KZAF	KZ.AF
5559	KZAG	KZ.AG
5560	KZAH	KZ.AH
5561	KZAJ	KZ.AJ
5562	KZAK	KZ.AK
5563	KZAL	KZ.AL
5564	KZAM	KZ.AM
5565	KZAN	KZ.AN
5566	KZAS	KZ.AS
5567	KZAV	KZ.AV
5568	KZAW	KZ.AW
5569	KZAZ	KZ.AZ
5570	LJAN	LJA.N
5571	MYAJ	MY.AJ
5572	CUAK	CU.AK
5573	CYAH	CY.AH
5574	MPAY	MP.AY
5575	MYAW	M.YAW
5576	MTAH	MTA.H
5577	LJAV	LJA.V
5578	LJAR	LJ.AR
5579	LYAV	LY.AV
5580	MVAS	MVA.S
5581	MVAA	M.VAA
5582	MVAV	MVA.V
5583	MVAW	M.VAW
5584	LRAC	LRA.C
5585	MVAF	MV.AF
5586	LJAX	LJ.AX
5587	MVAU	MV.AU
5588	LJAH	L.JAH
5589	MVAP	M.VAP
5590	LJAG	LJA.G
5591	LMAL	L.MAL
5592	LMAM	LM.AM
5593	LMAN	LMA.N
5594	LMAP	L.MAP
5595	LMAR	LM.AR
5596	LMAS	LMA.S
5597	LMAW	L.MAW
5598	LMAX	LM.AX
5599	LMAZ	L.MAZ
5600	MCAC	MCA.C
5601	MCAL	M.CAL
5602	LLAC	L.LAC
5603	MCAF	MC.AF
5604	MCAJ	MC.AJ
5605	LLAN	L.LAN
5606	LLAA	LL.AA
5607	LLAF	LLA.F
5608	LJAT	L.JAT
5609	MBAG	M.BAG
5610	CYAK	C.YAK
5611	LLAT	LL.AT
5612	MCAR	MC.AR
5613	MCAX	MC.AX
5614	MCAV	MCA.V
5615	LJAJ	LJ.AJ
5616	LLAK	L.LAK
5617	LLAU	LLA.U
5618	LJAB	LJ.AB
5619	LLAV	L.LAV
5620	LJAM	LJ.AM
5621	LJAA	L.JAA
5622	LJAZ	L.JAZ
5623	MBAZ	MB.AZ
5624	MBAK	M.BAK
5625	MBAB	MBA.B
5626	LKAT	LKA.T
5627	LRAG	LRA.G
5628	LSAK	LS.AK
5629	LSAZ	LSA.Z
5630	LJAF	LJ.AF
5631	MVAT	M.VAT
5632	LSAJ	L.SAJ
5633	LSAT	LSA.T
5634	LSAP	LSA.P
5635	LSAL	LSA.L
5636	MVAR	MV.AR
5637	LSAD	LSA.D
5638	MVAN	MVA.N
5639	LSAB	L.SAB
5640	LSAG	LS.AG
5641	LSAV	LS.AV
5642	LSAN	LS.AN
5643	LSAC	LS.AC
5644	LSAA	LSA.A
5645	LSAS	LS.AS
5646	LSAW	LSA.W
5647	LSAH	LSA.H
5648	MTAU	M.TAU
5649	MTAS	MT.AS
5650	LSAX	L.SAX
5651	LSAF	L.SAF
5652	LPAA	LP.AA
5653	MTAT	MTA.T
5654	LPAC	L.PAC
5655	LPAH	LP.AH
5656	MTAJ	M.TAJ
5657	LPAK	L.PAK
5658	LPAV	L.PAV
5659	LPAF	LPA.F
5660	MTAV	MT.AV
5661	LMAF	LM.AF
5662	MRAF	MRA.F
5663	MTAF	M.TAF
5664	MTAC	MT.AC
5665	MTAG	MT.AG
5666	MRAR	MRA.R
5667	MRAZ	MR.AZ
5668	MRAB	MRA.B
5669	MRAT	MR.AT
5670	LRAJ	LR.AJ
5671	LRAX	LR.AX
5672	LRAD	L.RAD
5673	LRAB	LR.AB
5674	LRAA	L.RAA
5675	LRAU	LR.AU
5676	LKAL	LKA.L
5677	LKAN	LK.AN
5678	LKAD	LKA.D
5679	LKAX	L.KAX
5680	LKAP	LKA.P
5681	LKAH	LKA.H
5682	MXAF	MXA.F
5683	LKAA	LKA.A
5684	LKAZ	LKA.Z
5685	LKAK	LK.AK
5686	LKAW	LKA.W
5687	LKAJ	L.KAJ
5688	LKAB	L.KAB
5689	LKAG	LK.AG
5690	LKAU	L.KAU
5691	LKAV	LK.AV
5692	LKAC	LK.AC
5693	LKAR	L.KAR
5694	LKAM	L.KAM
5695	MXAA	MX.AA
5696	LKAF	L.KAF
5697	LNAP	LNA.P
5698	LNAM	L.NAM
5699	MXAC	M.XAC
5700	LNAB	L.NAB
5701	LNAT	LNA.T
5702	MXAD	MX.AD
5703	LNAK	LN.AK
5704	LNAS	LN.AS
5705	LNAD	LNA.D
5706	LNAZ	LNA.Z
5707	LNAX	L.NAX
5708	MXAG	M.XAG
5709	LNAJ	L.NAJ
5710	MTAA	MTA.A
5711	LNAL	LNA.L
5712	MTAM	M.TAM
5713	LNAW	LNA.W
5714	LNAA	LNA.A
5715	LNAN	LN.AN
5716	LNAF	L.NAF
5717	LNAR	L.NAR
5718	MTAB	M.TAB
5719	MTAD	MTA.D
5720	LNAC	LN.AC
5721	LLAW	LL.AW
5722	MTAK	MT.AK
5723	HCAA	HC.AA
5724	LLAX	LLA.X
5725	LYAN	LY.AN
5726	KWAU	KW.AU
5727	MVAM	MV.AM
5728	LJAK	LJA.K
5729	MTAL	MTA.L
5730	LVAP	LVA.P
5731	LTAR	LTA.R
5732	LWAK	L.WAK
5733	LWAX	LWA.X
5734	LWAA	LW.AA
5735	LWAN	L.WAN
5736	LWAW	LW.AW
5737	LWAC	L.WAC
5738	LWAP	LW.AP
5739	MHAZ	MHA.Z
5740	MXAH	MX.AH
5741	MKAN	MKA.N
5742	LWAS	L.WAS
5743	LWAU	LWA.U
5744	MKAP	M.KAP
5745	MKAR	MK.AR
5746	MJAK	M.JAK
5747	MJAS	M.JAS
5748	MJAA	MJ.AA
5749	MKAM	MK.AM
5750	LNAU	L.NAU
5751	MJAC	M.JAC
5752	MJAT	MJ.AT
5753	MJAB	MJA.B
5754	LWAJ	LWA.J
5755	MJAP	MJ.AP
5756	LWAM	LWA.M
5757	LWAZ	LW.AZ
5758	LVAW	LVA.W
5759	LWAF	LWA.F
5760	MJAV	M.JAV
5761	MJAF	MJA.F
5762	MJAJ	MJA.J
5763	MJAG	M.JAG
5764	MJAX	MJA.X
5765	MSAW	M.SAW
5766	LVAX	L.VAX
5767	LVAF	L.VAF
5768	LVAA	LVA.A
5769	LVAG	LV.AG
5770	LVAD	LVA.D
5771	MSAH	M.SAH
5772	LVAC	LV.AC
5773	LVAT	LVA.T
5774	MSAK	MSA.K
5775	LVAZ	LVA.Z
5776	LVAB	L.VAB
5777	LVAL	LVA.L
5778	LVAU	L.VAU
5779	LUAW	L.UAW
5780	LUAC	LUA.C
5781	LUAG	LUA.G
5782	MSAD	M.SAD
5783	LUAJ	LU.AJ
5784	LUAF	LU.AF
5785	LVAS	LV.AS
5786	LVAJ	L.VAJ
5787	LVAV	LV.AV
5788	LUAP	L.UAP
5789	LUAA	L.UAA
5790	LUAT	L.UAT
5791	LUAM	LU.AM
5792	LUAR	LU.AR
5793	LUAV	LUA.V
5794	LUAL	L.UAL
5795	LUAS	LUA.S
5796	LUAX	LU.AX
5797	LUAU	LU.AU
5798	LUAK	LUA.K
5799	LUAH	L.UAH
5800	LUAN	LUA.N
5801	LUAB	LU.AB
5802	LUAD	L.UAD
5803	LXAG	LXA.G
5804	LXAK	LXA.K
5805	LXAC	LXA.C
5806	LXAL	L.XAL
5807	LDAG	L.DAG
5808	LXAH	L.XAH
5809	LXAF	LX.AF
5810	LXAJ	LX.AJ
5811	LXAA	L.XAA
5812	LXAD	L.XAD
5813	LXAB	LX.AB
5814	LRAS	LRA.S
5815	LRAF	LR.AF
5816	LTAP	LT.AP
5817	LTAT	LT.AT
5818	LTAW	LT.AW
5819	LYAS	LY.AS
5820	LYAW	LYA.W
5821	LTAG	L.TAG
5822	LTAV	L.TAV
5823	LYAR	L.YAR
5824	D1	D1
5825	DL	DL
5826	HAAU	HA.AU
5827	HJAN	HJ.AN
5828	HVAN	H.VAN
5829	HVAS	H.VAS
5830	KFAK	KF.AK
5831	KUAC	KU.AC
5832	KUAN	KU.AN
5833	KUAW	KU.AW
5834	KVAL	KV.AL
5835	KZAR	KZ.AR
5836	LFAD	L.FAD
5837	LFAS	LFA.S
5838	LGAF	L.GAF
5839	LGAU	L.GAU
5840	LJAL	L.JAL
5841	LJAS	LJA.S
5842	LKAS	LK.AS
5843	LMAC	LMA.C
5844	LPAD	LP.AD
5845	LPAM	LPA.M
5846	LPAN	L.PAN
5847	LPAR	LPA.R
5848	LSAU	L.SAU
5849	LTAB	LTA.B
5850	LTAS	L.TAS
5851	LWAB	LWA.B
5852	LWAL	LW.AL
5853	MBAH	MB.AH
5854	MBAM	MBA.M
5855	MBAN	M.BAN
5856	MBAP	MB.AP
5857	MBAR	MBA.R
5858	MCAH	M.CAH
5859	MFAS	M.FAS
5860	MRAG	M.RAG
5861	MRAH	MR.AH
5862	MRAK	M.RAK
5863	MRAL	MR.AL
5864	MRAN	M.RAN
5865	MRAP	MR.AP
5866	MTAR	M.TAR
5867	MYAN	MYA.N
5868	PH0	PH0
5869	TFAD	T.FAD
5870	TFAH	T.FAH
5871	TFAJ	TF.AJ
5872	TFAL	T.FAL
5873	TFAM	TF.AM
5874	TFAP	T.FAP
5875	TFAR	TF.AR
5876	TUAH	T.UAH
5877	TUAJ	TU.AJ
5878	TUAK	TUA.K
5879	TUAL	T.UAL
5880	TUAM	TU.AM
5881	TUAN	TUA.N
5882	TUAP	T.UAP
5883	TUAR	TU.AR
5884	TUAS	TUA.S
5885	TUAT	T.UAT
5886	TUAU	TU.AU
5887	TUAW	T.UAW
5888	TUAX	T.UAX
5889	TUAY	TU.AY
5890	TUAZ	TU.AZ
5891	TVAB	T.VAB
5892	TVAC	TV.AC
5893	TVAD	TVA.D
5894	TVAF	T.VAF
5895	TVAG	TV.AG
5896	TVAH	TVA.H
5897	TVAJ	T.VAJ
5898	TVAK	TV.AK
5899	TVAL	TVA.L
5900	TVAN	TV.AN
5901	TVAP	TVA.P
5902	TVAR	T.VAR
5903	TVAS	TV.AS
5904	TVAT	TVA.T
5905	TVAU	T.VAU
5906	TWAB	TWA.B
5907	UNAZ	U.NAZ
5908	USAX	US.AX
5909	YMAW	Y.MAW
5910	SFAA	SFA.A
5911	TWAC	T.WAC
5912	TWAF	TWA.F
5913	TWAG	T.WAG
5914	TWAH	TW.AH
5915	TWAK	T.WAK
5916	TWAM	TWA.M
5917	TWAN	T.WAN
5918	TWAP	TW.AP
5919	TWAR	TWA.R
5920	TWAT	TW.AT
5921	TWAV	T.WAV
5922	TWAW	TW.AW
5923	TWAY	TWA.Y
5924	TWAZ	TWA.Z
5925	TYAA	TY.AA
5926	TYAB	TYA.B
5927	TYAC	T.YAC
5928	TYAD	TY.AD
5929	TYAJ	TYA.J
5930	TYAK	T.YAK
5931	TYAM	TYA.M
5932	TYAN	T.YAN
5933	TYAR	TYA.R
5934	TYAV	T.YAV
5935	TYAW	TY.AW
5936	TYAZ	TYA.Z
5937	TZAA	T.ZAA
5938	TZAB	TZ.AB
5939	TZAC	TZA.C
5940	TZAD	T.ZAD
5941	TZAF	TZ.AF
5942	TZAG	TZA.G
5943	TZAH	T.ZAH
5944	TZAJ	TZ.AJ
5945	TZAK	TZA.K
5946	TZAL	T.ZAL
5947	TZAR	TZ.AR
5948	TZAS	TZA.S
5949	UGAD	U.GAD
5950	UGAF	UG.AF
5951	UGAG	UGA.G
5952	UGAN	UGA.N
5953	UGAR	UG.AR
5954	UGAU	UG.AU
5955	UHAC	UHA.C
5956	UHAJ	UH.AJ
5957	UHAK	UHA.K
5958	UHAL	U.HAL
5959	UHAT	U.HAT
5960	UHAV	UHA.V
5961	UHAX	UH.AX
5962	UHAZ	U.HAZ
5963	UJAA	U.JAA
5964	UJAC	UJA.C
5965	UJAF	UJ.AF
5966	UJAG	UJA.G
5967	UJAH	U.JAH
5968	UJAJ	UJ.AJ
5969	UJAK	UJA.K
5970	UJAM	UJ.AM
5971	UJAN	UJA.N
5972	UJAP	U.JAP
5973	UJAR	UJ.AR
5974	UJAV	UJA.V
5975	UJAW	U.JAW
5976	UJAX	UJ.AX
5977	UJAZ	U.JAZ
5978	UKAA	U.KAA
5979	UKAB	UK.AB
5980	UKAC	UKA.C
5981	UKAD	U.KAD
5982	UKAH	U.KAH
5983	UKAM	UK.AM
5984	UKAS	UKA.S
5985	UKAT	U.KAT
5986	UKAV	UKA.V
5987	UKAZ	U.KAZ
5988	ULAB	UL.AB
5989	ULAF	UL.AF
5990	ULAK	ULA.K
5991	ULAM	UL.AM
5992	ULAN	ULA.N
5993	ULAP	U.LAP
5994	ULAS	ULA.S
5995	ULAT	U.LAT
5996	ULAW	U.LAW
5997	ULAX	UL.AX
