bird_id	bird_reference	bird_euring	bird_bto	bird_shorthand	bird_scheme	bird_ring_number	bird_name	bird_sex	bird_birth_year	bird_date_begin	bird_date_end	bird_age_ringing	bird_position	bird_direction	bird_notes
	280	05910			BLB	L....89011		U		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	280	05910		BW(ANAA)	BLB	L....89011		U		07-07-1999		1			
	281	05910			BLB	L....89018		M		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	281	05910		BW(ANAB)	BLB	L....89018		M		07-07-1999		1	RL	U	
	282	05910			BLB	L....89013		U		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	282	05910		BW(ANAM)	BLB	L....89013		U		07-07-1999		1			
	283	05910			BLB	L....89010		U		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	283	05910		BW(APAK)	BLB	L....89010		U		07-07-1999		1	RL	U	
	284	05910			BLB	L....89015		U		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	284	05910		BW(APAP)	BLB	L....89015		U		07-07-1999		1			
	285	05910			BLB	L....89007		U		02-07-1999	07-07-1999	1			sovon_bird_shorthand not available.
	285	05910		BW(APAY)	BLB	L....89007		U		07-07-1999		1			
	286	05920			BLB	H....99536		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	286	05920		BW(ARAC)	BLB	H....99536		U		07-07-1999		1			
	287	05920			BLB	H....99550		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	287	05920		BW(ARAT)	BLB	H....99550		U		07-07-1999		1	RL	U	
	288	05920			BLB	H...152148		F		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	288	05920		ASAF	BLB	H...152148		F		07-07-1999	20-06-2007	1			
	288	05920		BW(G.DAC)	BLB	H...152148		F		20-06-2007		A	RL	U	
	289	05910			BLB	L....89031		U		02-07-1999	09-07-1999	1			sovon_bird_shorthand not available.
	289	05910		BW(AUAS)	BLB	L....89031		U		09-07-1999		1			
	290	05920			BLB	H....99527		U		18-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	290	05920		BW(AUAZ)	BLB	H....99527		U		09-07-1999		1			
	291	05920			BLB	H....99530		U		18-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	291	05920		BW(AVAJ)	BLB	H....99530		U		09-07-1999		1	LL	U	
	292	05920			BLB	H....99533		U		18-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	292	05920		BW(AVAU)	BLB	H....99533		U		09-07-1999		1	RL	U	
	293	05920			BLB	H....99528		U		18-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	293	05920		BW(BJAC)	BLB	H....99528		U		09-07-1999		1	RL	U	
	294	05910		BW(AXAF)	BLB	L....89029		U		13-07-1999		1	RL		
	295	05910		BW(AZAY)	BLB	L....89033		U		20-07-1999		1			
	296	05920		BW(BUAC)	BLB	H...108751		M		08-05-2000		A	RL	U	
	297	05920		BW(BUAD)	BLB	H...108752		U		08-05-2000		A	RL	D	
	298	05910			NLA	...5366177		F		07-07-2001	06-06-2007	1			sovon_bird_shorthand not available.
	298	05910		BW(G.ZAZ)	NLA	...5366177		F		06-06-2007		A	RL	U	
	299	05920		BW(BUAK)	BLB	H...108754		U		12-05-2000		A			
	300	05920		BUAP	BLB	H...108755		M		12-05-2000	22-05-2009	A			
	300	05920		BW(KZ.AP)	BLB	H...108755		M		22-05-2009		A	RL	U	
	301	05920		BW(BUAU)	BLB	H...108756		F		19-05-2000		A	RL	U	
	302	05920		BW(BUAX)	BLB	H...108757		M		19-05-2000		A	RL	U	
	303	05920		BW(BUAY)	BLB	H...108758		M		19-05-2000		A	RL	U	
	304	05920		BW(BVAA)	BLB	H...108759		U		25-05-2000		A	RL		
	305	05920		BW(BVAD)	BLB	H...108760		F		25-05-2000		A	RL	U	
	306	05920		BW(BVAF)	BLB	H...108761		U		25-05-2000		A	RL		
	307	05920		BW(BVAL)	BLB	H...108762		U		25-05-2000		A	RL	U	
	308	05920		BW(BVAS)	BLB	H...108763		M		29-05-2000		5	RL	U	
	309	05920		BW(BVAT)	BLB	H...108764		F		29-05-2000		A	RL	U	
	310	05920		BW(BVAW)	BLB	H...108765		F		29-05-2000		A	RL	U	
	311	05920		BVAX	BLB	H...152374		F		29-05-2000	06-06-2008	A			
	311	05920		BW(KV.AJ)	BLB	H...152374		F		06-06-2008		A	RL	U	
	312	05920		BW(BVAZ)	BLB	H...108767		F		30-05-2000		5	RL	U	
	313	05920		BW(BWAA)	BLB	H...108768		F		30-05-2000		A	RL	U	
	314	05920		BW(BWAB)	BLB	H...108769		U		30-05-2000		A	RL	U	
	315	05920		BW(BWAJ)	BLB	H...112001		F		21-06-2000		A	RL	U	
	316	05920		BW(BWAL)	BLB	H...112002		M		21-06-2000		A	RL	U	
	317	05920		BW(BWAM)	BLB	H...112003		M		21-06-2000		A	RL	U	
	318	05920		BW(BWAN)	BLB	H...108797		U		22-06-2000		1	RL	U	
	319	05920		BW(BWAP)	BLB	H...108798		F		22-06-2000		1	RL	U	
	320	05910		BW(BUAF)	BLB	L....89244		F		08-05-2000		A	RL	D	
	321	05920			BLB	H...131819		U		03-07-2004	24-05-2007	1			sovon_bird_shorthand not available.
	321	05920		BW(GC.AG)	BLB	H...131819		U		24-05-2007		5	RL	U	
	322	05910		BUAJ	BLB	L...907001		F		12-05-2000	07-06-2007	A			
	322	05910		BW(GM.AF)	BLB	L...907001		F		07-06-2007		A	RL	U	
	323	05910		BW(BUAL)	BLB	L....89247		M		12-05-2000		A	RL	U	
	324	05910		BW(BUAM)	BLB	L....89248		F		12-05-2000		A	RL	U	
	325	05910		BW(BUAN)	BLB	L....89249		U		12-05-2000		A	RL	U	
	326	05910			BLB	L....80914		M		05-06-1997	12-05-2000	A			sovon_bird_shorthand not available.
	326	05910		BW(BUAS)	BLB	L....80914		M		12-05-2000		A	RL	U	
	327	05910		BW(BUAT)	BLB	L....89250		F		19-05-2000		A	RL	U	
	328	05910		BW(BUAV)	BLB	L....89326		M		19-05-2000		A	RL	U	
	329	05910		BUAW	BLB	L...909641		F		19-05-2000	18-05-2009	A			
	329	05910		BW(HWA.S)	BLB	L...909641		F		18-05-2009		A	RL	U	
	330	05910		BUAZ	BLB	L...907231		M		19-05-2000	19-05-2008	A			
	330	05910		BW(KN.AW)	BLB	L...907231		M		19-05-2008		A	RL	U	
	331	05910		BW(BVAB)	BLB	L....89328		U		25-05-2000		A	RL	U	
	332	05910		BVAC	BLB	L...906731		F		25-05-2000	11-06-2007	A			
	332	05910		BW(GUA.P)	BLB	L...906731		F		11-06-2007		A	RL	U	
	333	05910		BW(BVAG)	BLB	L....89330		F		25-05-2000		A	RL	U	
	334	05910		BW(BVAH)	BLB	L....89331		M		25-05-2000		A	RL	U	
	335	05910		BW(G.HAV)	BLB	L...907028		U		19-06-2007		A	RL	U	
	336	05910		BW(BVAK)	BLB	L....89333		F		25-05-2000		A	RL	U	
	337	05910		BW(BVAN)	BLB	L...904746		M		29-05-2000		A	RL	U	
	338	05910		BVAP	BLB	L...909772		M		29-05-2000	18-05-2010	A			
	338	05910		BW(NFA.A)	BLB	L...909772		M		18-05-2010		A	RL	U	
	339	05910		BW(BVAR)	BLB	L....89337		F		29-05-2000		A	RL	U	
	340	05910		BW(BVAV)	BLB	L....89338		F		29-05-2000		A	RL	U	
	341	05910		BW(BVAY)	BLB	L....89339		M		30-05-2000		A	RL	U	
	342	05910		BW(BWAC)	BLB	L....89343		F		30-05-2000		A	RL	U	
	343	05910		BW(BWAF)	BLB	L....89345		U		08-06-2000		A	RL	U	
	344	05910		BW(BWAG)	BLB	L....89346		F		08-06-2000		A	RL	U	
	345	05910		BW(BWAH)	BLB	L....89347		F		08-06-2000		A	RL	U	
	346	05910		BWAK	BLB	L...906541		F		21-06-2000	06-06-2007	A			
	346	05910		BW(GZ.AX)	BLB	L...906541		F		06-06-2007		A	RL	U	
	347	05910		BW(ABAZ)	BLB	L....89034		F		02-07-1999		1	LL	U	
	348	05910		AAAZ	BLB	L...904847		M		02-07-1999	06-06-2006	1			
	348	05910		BW(D.FAY)	BLB	L...904847		M		06-06-2006		A	RL	U	
	349	05920		BW(BXAA)	BLB	H...112004		U		06-07-2000		1	RL	D	
	350	05920		BW(BXAC)	BLB	H...112005		U		06-07-2000		1	RL	D	
	351	05920		BW(BXAD)	BLB	H...112006		U		06-07-2000		1	RL	D	
	352	05920		BW(BXAF)	BLB	H...112007		U		06-07-2000		1	RL		
	353	05920		BW(BXAG)	BLB	H...112008		U		06-07-2000		1	RL		
	354	05920		BW(BXAH)	BLB	H...112009		U		06-07-2000		1	RL	D	
	355	05920		BW(BXAJ)	BLB	H...112010		U		06-07-2000		1	RL	D	
	356	05920		BW(BXAK)	BLB	H...112011		U		06-07-2000		1			
	357	05920		BW(BXAL)	BLB	H...112012		U		06-07-2000		1	RL		
	358	05920		BW(BXAM)	BLB	H...112013		U		01-08-2000		1	RL	U	
	359	05920		BW(BXAN)	BLB	H...112014		U		01-08-2000		1	RL		
	360	05920		BW(BXAP)	BLB	H...112015		U		01-08-2000		1			
	361	05920		BW(BXAR)	BLB	H...112016		U		01-08-2000		1	RL	D	
	362	05920		BW(BXAS)	BLB	H...112017		U		01-08-2000		1			
	363	05920		BW(BXAT)	BLB	H...112018		U		01-08-2000		1			
	364	05920		BW(BXAU)	BLB	H...112019		U		01-08-2000		1			
	365	05920		BW(BXAV)	BLB	H...112020		U		01-08-2000		1			
	366	05920		BW(BWAR)	BLB	H...108799		U		22-06-2000		1	RL	U	
	367	05920		BW(CAAK)	BLB	H...112346		U		24-01-2001		7	LL	D	
	368	05920		BW(CAAL)	BLB	H...112347		U		24-01-2001		A	LL		
	369	05920		CAAM	NLA	...6166723		U		24-01-2001	06-05-2011	A			
	369	05920		BW(CN.AA)	NLA	...6166723		U		06-05-2011		A			
	370	05920		BW(CAAN)	BLB	H...112349		U		24-01-2001		A	LL	D	
	371	05920		BW(CAAP)	BLB	H...112350		U		24-01-2001		9	LL	D	
	372	05920		BW(CAAR)	BLB	H...112351		U		24-01-2001		9	LL	U	
	373	05920		BW(CAAS)	BLB	H...112352		U		24-01-2001		A	RL	D	
	374	05920		BW(CAAT)	BLB	H...112353		U		24-01-2001		9	LL	D	
	375	05920		BW(CAAU)	BLB	H...112354		U		24-01-2001		A	LL		
	376	05920		BW(CAAV)	BLB	H...112355		U		02-02-2001		9	LL		
	377	05920		BW(CAAW)	BLB	H...112356		U		02-02-2001		9			
	378	05920		BW(CAAX)	BLB	H...112357		U		02-02-2001		9	LL	D	
	379	05920		BW(CAAY)	BLB	H...112358		U		02-02-2001		9	LL	D	
	380	05920		BW(CAAZ)	BLB	H...112359		U		02-02-2001		9	LL	D	
	381	05920		BW(BWAS)	BLB	H...112360		U		02-02-2001		9	RL	D	
	382	05920		BW(BWAT)	BLB	H...112361		U		02-02-2001		7	RL	D	
	383	05920		BW(BWAU)	BLB	H...112362		U		02-02-2001		9	RL	U	
	384	05920		BW(BWAV)	BLB	H...112363		U		02-02-2001		9	RL	U	
	385	05920		BW(BWAW)	BLB	H...112364		U		02-02-2001		9	RL	D	
	386	05920		BW(BWAX)	BLB	H...112365		U		02-02-2001		9			
	387	05920		BW(BWAY)	BLB	H...112366		U		02-02-2001		9	RL	D	
	388	05920		BW(CBAA)	BLB	H...112367		U		02-02-2001		9	RL	D	
	389	05920		CBAB	BLB	H...146416		M		02-02-2001	14-06-2006	9			
	389	05920		BW(FJ.AC)	BLB	H...146416		M		14-06-2006		A	RL	U	
	390	05920		BW(CBAC)	BLB	H...112369		U		02-02-2001		9	RL	D	
	391	05920		BW(CBAD)	BLB	H...112370		F		02-02-2001		7	RL	D	
	392	05920		BW(CBAF)	BLB	H...112371		U		02-02-2001		9	RL		
	393	05920		BW(CBAG)	BLB	H...112372		U		02-02-2001		9	RL		
	394	05920		BW(CBAH)	BLB	H...112373		U		02-02-2001		9	RL	D	
	395	05920		BW(CBAJ)	BLB	H...112374		U		02-02-2001		9			
	396	05920		BW(CBAK)	BLB	H...112375		U		09-02-2001		7	RL	D	
	397	05920		BW(CBAL)	BLB	H...112376		U		09-02-2001		9	RL	D	
	398	05920		BW(CBAM)	BLB	H...112379		U		09-02-2001		9	RL	D	
	399	05920		BW(CBAN)	BLB	H...112380		U		09-02-2001		9	RL	D	
	400	05920		BW(CBAP)	BLB	H...112383		U		09-02-2001		9	RL	D	
	401	05920		BW(CBAS)	BLB	H...112388		U		09-02-2001		9	RL	D	
	402	05920		BW(CBAT)	BLB	H...112389		U		09-02-2001		9	RL	D	
	403	05920		BW(CBAU)	BLB	H...112390		U		09-02-2001		9	RL	D	
	404	05920		BW(CBAV)	BLB	H...112391		U		09-02-2001		9	RL	D	
	405	05920		BW(CBAW)	BLB	H...112392		U		14-02-2001		9	RL	D	
	406	05920		BW(CBAX)	BLB	H...112393		U		14-02-2001		7	LL		
	407	05920		BW(CBAY)	BLB	H...112394		U		14-02-2001		9			
	408	05920		BW(CBAZ)	BLB	H...112395		U		14-02-2001		9	RL	D	
	409	05920		BW(BZAA)	BLB	H...112396		U		14-02-2001		9	RL	D	
	410	05920		BW(BZAB)	BLB	H...112397		U		14-02-2001		5	RL	D	
	411	05920		BZAC	BLB	H...146474		F		14-02-2001	23-05-2008	5			
	411	05920		BW(KR.AC)	BLB	H...146474		F		23-05-2008		A	RL	U	
	412	05920		BW(BZAD)	BLB	H...112399		U		14-02-2001		7	RL		
	413	05920		BW(BZAF)	BLB	H...112400		F		14-02-2001		7	RL	D	
	414	05920		BW(BZAG)	BLB	H....58309		U		14-02-2001		9	RL	D	
	415	05920		BW(BZAH)	BLB	H....58310		U		14-02-2001		9	RL	D	
	416	05920		BW(BZAJ)	BLB	H....58311		U		14-02-2001		9	RL	D	
	417	05920		BW(BZAK)	BLB	H....58312		U		14-02-2001		9	RL	D	
	418	05920		BW(BZAL)	BLB	H....58313		U		14-02-2001		A			
	419	05920		BW(BZAM)	BLB	H....58314		U		14-02-2001		9	RL	D	
	420	05920		BW(BZAN)	BLB	H....58316		U		14-02-2001		9			
	421	05920		BW(BZAP)	BLB	H....58319		U		14-02-2001		9	RL	D	
	422	05920		BW(BZAR)	BLB	H....58320		U		14-02-2001		9	RL	D	
	423	05920		BW(BZAS)	BLB	H....58321		U		14-02-2001		9	RL	D	
	424	05920		BW(BYAL)	BLB	H...112325		U		09-01-2001		9			
	425	05920		BYAM	BLB	H...161455		F		09-01-2001	29-05-2009	9			
	425	05920		BW(CZ.AJ)	BLB	H...161455		F		29-05-2009		A	RL	U	
	426	05920		BW(BYAN)	BLB	H...112327		F		09-01-2001		9	RL	U	
	427	05920		BYAP	BLB	H...146410		F		09-01-2001	08-06-2006	9			
	427	05920		BW(FX.AY)	BLB	H...146410		F		08-06-2006		A	RL	U	
	428	05920		BW(BYAS)	BLB	H...112330		U		09-01-2001		9	LL	D	
	429	05920		BW(BYAT)	BLB	H...112331		U		09-01-2001		9	RL	D	
	430	05920		BYAU	BLB	H...136829		M		09-01-2001	26-05-2006	9			
	430	05920		BW(F.SAN)	BLB	H...136829		M		26-05-2006		A	RL	U	
	431	05920		BW(BYAW)	BLB	H...112333		U		09-01-2001		9	LL	D	
	432	05920		BYAX	BLB	H...136828		F		09-01-2001	24-05-2006	9			
	432	05920		BW(F.TAZ)	BLB	H...136828		F		24-05-2006		A	RL	U	
	433	05920		BW(BYAA)	BLB	H...112335		U		09-01-2001		9	LL	D	
	434	05920		BW(CAAA)	BLB	H...112336		U		09-01-2001		9	LL	D	
	435	05920		BW(CAAB)	BLB	H...112337		U		09-01-2001		9			
	436	05920		BW(CAAC)	BLB	H...112338		U		09-01-2001		9	LL	D	
	437	05920		BW(CAAD)	BLB	H...112339		U		09-01-2001		9	LL	D	
	438	05920		BW(CAAF)	BLB	H...112340		U		09-01-2001		9	LL	D	
	439	05920		BW(CAAG)	BLB	H...112341		U		09-01-2001		9	LL	U	
	440	05920		BW(CAAH)	BLB	H...112342		U		09-01-2001		9	LL	D	
	441	05920		BW(CAAJ)	BLB	H...112343		U		09-01-2001		5	LL	D	
	442	05920		BW(BHAS)	BLB	H....99629		U		09-07-1999		1	LL	U	
	443	05920		BW(BYAB)	BLB	H...106700		M		26-12-2000		7	LL	U	
	444	05920		BW(BYAC)	BLB	H...112025		U		26-12-2000		A	RL		
	445	05920		BW(BYAD)	BLB	H...112024		U		26-12-2000		5	RL		
	446	05920		BW(BYAF)	BLB	H...112023		U		26-12-2000		9	RL	U	
	447	05920		BW(BYAG)	BLB	H...112022		U		26-12-2000		3	RL		
	448	05920		BW(BYAH)	BLB	H...112021		U		26-12-2000		A	RL		
	449	05920		BW(BYAR)	BLB	H...112329		U		09-01-2001		9	RL	D	
	450	05920		BW(BYAV)	BLB	H...108881		U		08-07-2000		1	RL	D	
	451	05920		BW(BYAZ)	BLB	H...106699		U		26-12-2000		3	LL	D	
	452	05920		BW(BZAT)	BLB	H....58325		U		02-03-2001		A	RL		
	453	05920		BW(BZAU)	BLB	H....58326		U		02-03-2001		5	RL		
	454	05920		BW(BZAV)	BLB	H....58327		U		25-04-2001		9	RL	D	
	455	05920		BW(BZAW)	BLB	H....58328		U		25-04-2001		9	RL	D	
	456	05920		BW(BZAX)	BLB	H....58329		U		25-04-2001		7	RL	D	
	457	05920		BW(BZAY)	BLB	H....58330		U		25-04-2001		9	LL	D	
	458	05920		BW(BZAZ)	BLB	H....58331		U		25-04-2001		9	RL	U	
	459	05920		BW(BYAJ)	BLB	H...110183		U		26-12-2000		5	RL		
	460	05920		BW(BYAK)	BLB	H...110184		U		26-12-2000		7			
	461	05920		BW(BYAY)	BLB	H...105452		U		26-12-2000		3	LL		
	462	05910		BW(KK.AW)	BLB	L...909699		F		06-06-2008		A	RL	U	
	463	05910		BW(BTAZ)	BLB	L....89181		U		12-07-1999		1			
	464	05920		BW(BRAL)	BLB	H...106557		U		13-07-1999		1			
	465	05920		BW(CBAR)	BLB	H...112385		F		09-02-2001		7	RL	D	
	466			BW(BGAH)				U		09-07-1999		1			bird_ring_number not available.
	467	05910			BLB	L....83458		M		11-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	467	05910		BW(AAAX)	BLB	L....83458		M		02-07-1999		1	LL	U	
	468	05910			BLB	L....83459		U		11-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	468	05910		BW(AAAY)	BLB	L....83459		U		02-07-1999		1	LL		
	469	05910			BLB	L....83460		U		11-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	469	05910		BW(AWAY)	BLB	L....83460		U		09-07-1999		1	LL	U	
	470	05910			BLB	L....83462		U		11-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	470	05910		BW(AWAK)	BLB	L....83462		U		09-07-1999		1	LL	U	
	471	05910			BLB	L....83467		M		11-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	471	05910		BW(AUAV)	BLB	L....83467		M		09-07-1999		1	LL	U	
	472	05910			BLB	L....83472		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	472	05910		BW(ARAB)	BLB	L....83472		U		07-07-1999		1	LL		
	473	05910			BLB	L....83473		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	473	05910		BW(ARAK)	BLB	L....83473		U		07-07-1999		1	LL	U	
	474	05910			BLB	L....83474		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	474	05910		BW(ARAY)	BLB	L....83474		U		07-07-1999		1	LL	U	
	475	05910			BLB	L....83475		U		11-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	475	05910		BW(BJAH)	BLB	L....83475		U		09-07-1999		1			
	476	05910			BLB	L....83476		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	476	05910		BW(APAC)	BLB	L....83476		U		07-07-1999		1			
	477	05910			BLB	L....83478		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	477	05910		BW(ALAP)	BLB	L....83478		U		07-07-1999		1	LL	U	
	478	05910			BLB	L....83479		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	478	05910		BW(ANAZ)	BLB	L....83479		U		07-07-1999		1	LL	U	
	479	05910			BLB	L....83480		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	479	05910		BW(APAV)	BLB	L....83480		U		07-07-1999		1	LL	U	
	480	05910			BLB	L...907009		M		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	480	05910		AMAD	BLB	L...907009		M		07-07-1999	14-06-2007	1			
	480	05910		BW(GF.AR)	BLB	L...907009		M		14-06-2007		A	RL	U	
	481	05910			BLB	L....83484		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	481	05910		BW(ALAJ)	BLB	L....83484		U		07-07-1999		1	LL	U	
	482	05910			BLB	L....83485		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	482	05910		BW(AMAA)	BLB	L....83485		U		07-07-1999		1	RL		
	483	05910			BLB	L....83486		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	483	05910		BW(AHAK)	BLB	L....83486		U		07-07-1999		1	LL	U	
	484	05910			BLB	H...146407		M		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	484	05910		AHAP	BLB	H...146407		M		07-07-1999	05-06-2006	1			
	484	05910		BW(D.LAR)	BLB	H...146407		M		05-06-2006		A	RL	U	
	485	05910			BLB	L....89353		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	485	05910		BW(AGAY)	BLB	L....89353		U		07-07-1999		1			
	486	05910			BLB	L....89354		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	486	05910		BW(ABAS)	BLB	L....89354		U		02-07-1999		1	RL	U	
	487	05910			BLB	L....89355		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	487	05910		BW(ADAH)	BLB	L....89355		U		02-07-1999		1			
	488	05910			BLB	L....89356		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	488	05910		BW(AJAV)	BLB	L....89356		U		07-07-1999		1			
	489	05910			BLB	L....89360		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	489	05910		BW(ACAF)	BLB	L....89360		U		02-07-1999		1			
	490	05910		AMAX	BLB	L...904918		M		07-07-1999	15-06-2006	1			
	490	05910		BW(DKA.S)	BLB	L...904918		M		15-06-2006		A	RL	U	
	491	05910			BLB	L....89364		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	491	05910		BW(AKAP)	BLB	L....89364		U		07-07-1999		1			
	492	05910			BLB	L....89373		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	492	05910		BW(AMAR)	BLB	L....89373		U		07-07-1999		1			
	493	05920			BLB	L....89374		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	493	05920		BW(ABAB)	BLB	L....89374		U		02-07-1999		1	LL	U	
	494	05910			BLB	L....89376		U		18-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	494	05910		BW(APAX)	BLB	L....89376		U		07-07-1999		1	LL		
	495	05910			BLB	L...914607		M		18-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	495	05910		BHAW	BLB	L...914607		M		09-07-1999	29-05-2012	1			
	495	05910		BW(U.RAA)	BLB	L...914607		M		29-05-2012		O	RL	U	
	496	05910			BLB	L....89382		U		25-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	496	05910		BW(AVAN)	BLB	L....89382		U		09-07-1999		1	LL	U	
	497	05910			BLB	L....89383		U		25-06-1999	09-07-1999	1			sovon_bird_shorthand not available.
	497	05910		BW(AVAV)	BLB	L....89383		U		09-07-1999		1			
	498	05910			BLB	L....89385		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	498	05910		BW(AGAD)	BLB	L....89385		U		07-07-1999		1			
	499	05910		BW(AZAZ)	BLB	L....89386		U		20-07-1999		1			
	500	05910			BLB	L....89387		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	500	05910		BW(AMAG)	BLB	L....89387		U		07-07-1999		1	LL		
	501	05910			BLB	L....89388		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	501	05910		BW(AHAY)	BLB	L....89388		U		07-07-1999		1			
	502	05910			BLB	L....89389		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	502	05910		BW(AJAB)	BLB	L....89389		U		07-07-1999		1			
	503	05910			BLB	L....89390		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	503	05910		BW(AHAU)	BLB	L....89390		U		07-07-1999		1			
	504	05910			BLB	L....89391		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	504	05910		BW(ADAV)	BLB	L....89391		U		07-07-1999		1	LL	U	
	505	05910			BLB	L....89396		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	505	05910		BW(AGAN)	BLB	L....89396		U		07-07-1999		1			
	506	05910			BLB	L....89398		M		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	506	05910		BW(AFAW)	BLB	L....89398		M		07-07-1999		1	RL	U	
	507	05910		BW(AJAU)	BLB	L....89399		U		07-07-1999		1			
	508	05910			BLB	L....89400		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	508	05910		BW(AJAS)	BLB	L....89400		U		07-07-1999		1			
	509	05910			BLB	L...906732		F		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	509	05910		AJAD	BLB	L...906732		F		07-07-1999	11-06-2007	1			
	509	05910		BW(GDA.B)	BLB	L...906732		F		11-06-2007		A	RL	D	
	510	05910			BLB	L....89405		U		25-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	510	05910		BW(ASAT)	BLB	L....89405		U		07-07-1999		1			
	511	05910			BLB	L....83493		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	511	05910		BW(AHAR)	BLB	L....83493		U		07-07-1999		1	RL		
	512	05910			BLB	L....83495		U		11-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	512	05910		BW(ABAF)	BLB	L....83495		U		02-07-1999		1			
	513	05910			BLB	L....83496		U		11-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	513	05910		BW(ABAT)	BLB	L....83496		U		02-07-1999		1	RL		
	514	05910			BLB	L....83497		U		11-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	514	05910		BW(ABAL)	BLB	L....83497		U		02-07-1999		1			
	515	05910			BLB	L....83500		U		11-06-1999	07-07-1999	1			sovon_bird_shorthand not available.
	515	05910		BW(AFAV)	BLB	L....83500		U		07-07-1999		1	RL		
	516	05910			BLB	L....89351		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	516	05910		BW(ACAH)	BLB	L....89351		U		02-07-1999		1			
	517	05910			BLB	L....89352		U		18-06-1999	02-07-1999	1			sovon_bird_shorthand not available.
	517	05910		BW(ADAB)	BLB	L....89352		U		02-07-1999		1			
	518	05910			BLB	L....89500		U		13-07-1999	23-07-1999	1			sovon_bird_shorthand not available.
	518	05910		BW(BBAN)	BLB	L....89500		U		23-07-1999		1	RL	U	
	519	05910		BW(AAAH)	BLB	L....85118		F		23-06-1999		A	RL	U	
	520	05910		BW(AAAK)	BLB	L....85119		F		23-06-1999		A	RL	U	
	521	05910		BW(AAAL)	BLB	L....85120		U		23-06-1999		A	RL	U	
	522	05910		BW(AAAM)	BLB	L....85121		M		24-06-1999		A	RL	U	
	523	05910		BW(AAAN)	BLB	L....85122		M		24-06-1999		A	RL	U	
	524	05910		BW(AAAP)	BLB	L....85123		M		24-06-1999		A	RL	U	
	525	05910		BW(AAAS)	BLB	L....85124		U		25-06-1999		A	RL		
	526	05910		AAAT	BLB	L...909219		M		25-06-1999	18-06-2008	A			
