bird_reference	raw_KleurringNummer	bird_date_begin	bird_shorthand_pt
5234	CTAV	2009-05-18T00:00:00Z	CTA.V
5235	CTAW	2009-05-18T00:00:00Z	C.TAW
5236	CTAX	2009-05-22T00:00:00Z	CT.AX
5237	CTAZ	2009-05-22T00:00:00Z	C.TAZ
5238	CWAD	2009-05-29T00:00:00Z	C.WAD
5239	CWAU	2009-05-29T00:00:00Z	CW.AU
5240	CWAV	2009-05-29T00:00:00Z	CWA.V
5241	CWAW	2009-05-29T00:00:00Z	C.WAW
5242	CWAX	2009-05-29T00:00:00Z	CW.AX
5243	CWAZ	2009-05-29T00:00:00Z	C.WAZ
5244	CZAA	2009-05-25T00:00:00Z	C.ZAA
5245	CZAB	2009-05-29T00:00:00Z	CZ.AB
5246	CZAC	2009-05-25T00:00:00Z	CZA.C
5247	CZAF	2009-05-29T00:00:00Z	CZ.AF
5248	CZAG	2009-05-29T00:00:00Z	CZA.G
5249	CZAH	2009-05-29T00:00:00Z	C.ZAH
5250	CZAL	2009-05-25T00:00:00Z	C.ZAL
5251	CZAM	2009-05-29T00:00:00Z	CZ.AM
5252	CZAN	2009-05-25T00:00:00Z	CZA.N
5253	CZAP	2009-05-25T00:00:00Z	C.ZAP
5254	CZAS	2009-05-25T00:00:00Z	CZA.S
5255	CZAV	2009-05-25T00:00:00Z	CZA.V
5256	CZAW	2009-05-29T00:00:00Z	C.ZAW
5257	CZAZ	2009-05-25T00:00:00Z	CZAZ
5258	HCAB	2009-05-14T00:00:00Z	HCA.B
5259	HCAC	2009-05-14T00:00:00Z	H.CAC
5260	HCAF	2009-05-14T00:00:00Z	HCA.F
5261	HDAS	2009-05-25T00:00:00Z	HDA.S
5262	HVAA	2009-05-14T00:00:00Z	HV.AA
5263	HVAB	2009-05-22T00:00:00Z	HVA.B
5264	HVAD	2009-05-14T00:00:00Z	HV.AD
5265	HVAF	2009-05-14T00:00:00Z	HVA.F
5266	HVAG	2009-05-22T00:00:00Z	H.VAG
5267	HVAH	2009-05-14T00:00:00Z	HV.AH
5268	HVAK	2009-05-14T00:00:00Z	H.VAK
5269	HVAL	2009-05-14T00:00:00Z	HV.AL
5270	HVAM	2009-05-14T00:00:00Z	HVA.M
5271	HVAP	2009-05-14T00:00:00Z	HV.AP
5272	HVAR	2009-05-14T00:00:00Z	HVA.R
5273	CMAV	2008-08-04T00:00:00Z	CM.AV
5274	LDAW	2009-06-02T00:00:00Z	LD.AW
5275	RJAA	2014-07-11T00:00:00Z	R.JAA
5276	LDAZ	2009-06-03T00:00:00Z	LD.AZ
5277	LDAB	2009-06-03T00:00:00Z	LDA.B
5278	LDAF	2009-06-02T00:00:00Z	LDA.F
5279	LDAJ	2009-06-03T00:00:00Z	LDA.J
5280	LDAM	2009-06-05T00:00:00Z	LDA.M
5281	LDAR	2009-06-03T00:00:00Z	LDA.R
5282	LRAM	2009-06-08T00:00:00Z	LR.AM
5283	LRAK	2009-06-08T00:00:00Z	LRA.K
5284	LRAN	2009-06-08T00:00:00Z	LRA.N
5285	KWAM	2009-05-11T00:00:00Z	KW.AM
5286	KWAL	2009-05-11T00:00:00Z	KW.AL
5287	KWAK	2009-05-11T00:00:00Z	KW.AK
5288	ZKAG	2016-07-13T00:00:00Z	ZKA.G
5289	HVAT	2009-05-25T00:00:00Z	HV.AT
5290	TVAV	2011-07-13T00:00:00Z	TV.AV
5291	HVAV	2009-05-14T00:00:00Z	H.VAV
5292	HVAW	2009-05-14T00:00:00Z	HV.AW
5293	HVAX	2009-05-14T00:00:00Z	HVA.X
5294	HVAZ	2009-05-18T00:00:00Z	HV.AZ
5295	HWAA	2009-05-14T00:00:00Z	H.WAA
5296	HWAB	2009-05-14T00:00:00Z	HW.AB
5297	HWAC	2009-05-14T00:00:00Z	HWA.C
5298	HWAD	2009-05-14T00:00:00Z	H.WAD
5299	HWAG	2009-05-18T00:00:00Z	HWA.G
5300	HWAW	2009-05-18T00:00:00Z	H.WAW
5301	HWAH	2009-05-18T00:00:00Z	H.WAH
5302	HWAK	2009-05-18T00:00:00Z	HWA.K
5303	TVAW	2011-07-08T00:00:00Z	TVA.W
5304	HWAM	2009-05-18T00:00:00Z	HW.AM
5305	HWAN	2009-05-18T00:00:00Z	HWA.N
5306	HWAP	2009-05-18T00:00:00Z	H.WAP
5307	HWAR	2009-05-18T00:00:00Z	HW.AR
5308	HWAU	2009-05-18T00:00:00Z	HWAU
5309	HWAV	2009-05-18T00:00:00Z	HWA.V
5310	BKU	1997-07-12T00:00:00Z	BKU
5311	LBAB	2009-05-25T00:00:00Z	LB.AB
5312	LBAC	2009-05-29T00:00:00Z	LBA.C
5313	LBAD	2009-05-25T00:00:00Z	L.BAD
5314	LBAF	2009-05-25T00:00:00Z	LB.AF
5315	LBAJ	2009-05-25T00:00:00Z	LB.AJ
5316	TVAY	2011-07-05T00:00:00Z	T.VAY
5317	LBAL	2009-05-29T00:00:00Z	L.BAL
5318	LCAA	2009-06-01T00:00:00Z	LCA.A
5319	LCAB	2009-06-01T00:00:00Z	LCAB
5320	LBAM	2009-05-29T00:00:00Z	LB.AM
5321	LCAC	2009-06-01T00:00:00Z	LC.AC
5322	LFAB	2009-06-05T00:00:00Z	LF.AB
5323	LFAC	2009-06-05T00:00:00Z	LFA.C
5324	TVAZ	2011-07-08T00:00:00Z	T.VAZ
5325	LFAF	2009-06-05T00:00:00Z	LF.AF
5326	LFAG	2009-06-05T00:00:00Z	LFA.G
5327	LFAH	2009-06-05T00:00:00Z	L.FAH
5328	LFAJ	2009-06-05T00:00:00Z	LF.AJ
5329	LFAM	2009-06-05T00:00:00Z	LF.AM
5330	LFAN	2009-06-05T00:00:00Z	LFA.N
5331	LFAP	2009-06-05T00:00:00Z	L.FAP
5332	LFAR	2009-06-05T00:00:00Z	LF.AR
5333	LFAT	2009-06-05T00:00:00Z	L.FAT
5334	LFAU	2009-06-05T00:00:00Z	LF.AU
5335	LFAV	2009-06-05T00:00:00Z	LFA.V
5336	LFAX	2009-06-05T00:00:00Z	LF.AX
5337	LGAA	2009-06-05T00:00:00Z	LGA.A
5338	LGAB	2009-06-05T00:00:00Z	L.GAB
5339	LGAC	2009-06-05T00:00:00Z	LG.AC
5340	LGAG	2009-06-05T00:00:00Z	LG.AG
5341	LGAH	2009-06-05T00:00:00Z	LGAH
5342	LGAK	2009-06-05T00:00:00Z	LG.AK
5343	LGAM	2009-06-05T00:00:00Z	L.GAM
5344	LGAP	2009-06-05T00:00:00Z	LGA.P
5345	LGAR	2009-06-05T00:00:00Z	L.GAR
5346	E523	2001-07-01T00:00:00Z	E523
5347	LGAT	2009-06-05T00:00:00Z	LGA.T
5348	LGAX	2009-06-05T00:00:00Z	L.GAX
5349	LMAD	2009-06-01T00:00:00Z	L.MAD
5350	LMAH	2009-06-01T00:00:00Z	L.MAH
5351	LMAJ	2009-06-01T00:00:00Z	LM.AJ
5352	LMAK	2009-06-01T00:00:00Z	LMA.K
5353	HGAD	2008-07-14T00:00:00Z	HG.AD
5354	HGAF	2008-07-14T00:00:00Z	HGA.F
5355	HGAG	2008-07-14T00:00:00Z	H.GAG
5356	HGAH	2008-07-14T00:00:00Z	HG.AH
5357	HGAJ	2008-07-14T00:00:00Z	HGA.J
5358	HGAK	2008-07-14T00:00:00Z	H.GAK
5359	HGAL	2008-07-14T00:00:00Z	HG.AL
5360	HGAN	2008-07-14T00:00:00Z	H.GAN
5361	HGAT	2008-07-14T00:00:00Z	HG.AT
5362	HGAU	2008-07-14T00:00:00Z	HGA.U
5363	HGAX	2008-07-14T00:00:00Z	HGA.X
5364	HGAZ	2008-07-14T00:00:00Z	HG.AZ
5365	HHAX	2008-07-14T00:00:00Z	HH.AX
5366	HJAA	2008-07-14T00:00:00Z	HJA.A
5367	HJAB	2008-07-14T00:00:00Z	H.JAB
5368	HJAC	2008-07-14T00:00:00Z	HJ.AC
5369	HJAG	2008-07-14T00:00:00Z	HJ.AG
5370	HJAH	2008-07-14T00:00:00Z	HJA.H
5371	HJAJ	2008-07-14T00:00:00Z	H.JAJ
5372	HJAL	2008-07-14T00:00:00Z	HJA.L
5373	HJAM	2008-07-14T00:00:00Z	H.JAM
5374	HJAP	2008-07-14T00:00:00Z	HJA.P
5375	HJAS	2008-07-14T00:00:00Z	HJ.AS
5376	HJAT	2008-07-14T00:00:00Z	HJA.T
5377	HJAU	2008-07-14T00:00:00Z	H.JAU
5378	HJAV	2008-07-14T00:00:00Z	HJ.AV
5379	HJAW	2008-07-14T00:00:00Z	HJA.W
5380	HJAX	2008-07-14T00:00:00Z	H.JAX
5381	HKAG	2008-07-14T00:00:00Z	H.KAG
5382	HRAC	2008-07-14T00:00:00Z	HR.AC
5383	HRAD	2008-07-14T00:00:00Z	HRA.D
5384	HRAF	2008-07-14T00:00:00Z	H.RAF
5385	HRAG	2008-07-14T00:00:00Z	HR.AG
5386	HRAH	2008-07-14T00:00:00Z	HRA.H
5387	HRAJ	2008-07-14T00:00:00Z	H.RAJ
5388	HRAL	2008-07-14T00:00:00Z	HRA.L
5389	HRAM	2008-07-14T00:00:00Z	H.RAM
5390	HRAN	2008-07-14T00:00:00Z	HR.AN
5391	HRAR	2008-07-14T00:00:00Z	H.RAR
5392	HRAS	2008-07-14T00:00:00Z	HR.AS
5393	HRAT	2008-07-14T00:00:00Z	HRA.T
5394	HRAU	2008-07-14T00:00:00Z	H.RAU
5395	LMAB	2009-06-01T00:00:00Z	LM.AB
5396	LJAP	2009-06-12T00:00:00Z	L.JAP
5397	LLAJ	2009-06-15T00:00:00Z	LLA.J
5398	MAAA	2009-06-05T00:00:00Z	MAA.A
5399	MAAB	2009-06-05T00:00:00Z	M.AAB
5400	MAAD	2009-06-05T00:00:00Z	MAA.D
5401	MAAM	2009-06-05T00:00:00Z	M.AAM
5402	MAAN	2009-06-05T00:00:00Z	MA.AN
5403	MAAS	2009-06-05T00:00:00Z	MA.AS
5404	MAAW	2009-06-05T00:00:00Z	MAA.W
5405	CCAS	2009-06-12T00:00:00Z	C.CAS
5406	LLAZ	2009-06-22T00:00:00Z	LL.AZ
5407	CYAB	2009-06-22T00:00:00Z	CYA.B
5408	LLAG	2009-06-22T00:00:00Z	L.LAG
5409	LLAB	2009-06-22T00:00:00Z	LLA.B
5410	LJAD	2009-06-22T00:00:00Z	L.JAD
5411	CCAT	2009-06-24T00:00:00Z	CC.AT
5412	LLAP	2009-06-24T00:00:00Z	LL.AP
5413	LLAR	2009-06-24T00:00:00Z	LLA.R
5414	CVAC	2009-06-24T00:00:00Z	C.VAC
5415	LLAD	2009-06-24T00:00:00Z	LL.AD
5416	LLAL	2009-06-24T00:00:00Z	LL.AL
5417	LLAM	2009-06-24T00:00:00Z	LLA.M
5418	LLAS	2009-06-24T00:00:00Z	L.LAS
5419	LLAH	2009-06-24T00:00:00Z	LL.AH
5420	LJAU	2009-06-24T00:00:00Z	LJ.AU
5421	CVAX	2009-06-26T00:00:00Z	CVA.X
5422	CVAJ	2009-06-26T00:00:00Z	CVA.J
5423	CCAN	2009-06-26T00:00:00Z	C.CAN
5424	LJAC	2009-06-26T00:00:00Z	LJA.C
5425	MCAS	2009-06-26T00:00:00Z	MCA.S
5426	MCAP	2009-06-26T00:00:00Z	M.CAP
5427	CCAU	2009-06-26T00:00:00Z	CCA.U
5428	MCAW	2009-06-26T00:00:00Z	M.CAW
5429	MCAB	2009-06-26T00:00:00Z	MC.AB
5430	MCAA	2009-06-26T00:00:00Z	M.CAA
5431	MCAK	2009-06-26T00:00:00Z	MCA.K
5432	MCAU	2009-06-26T00:00:00Z	MC.AU
5433	LRAZ	2009-06-08T00:00:00Z	L.RAZ
5434	EA91	1996-07-08T00:00:00Z	EA91
5435	LAAD	2009-05-28T00:00:00Z	LA.AD
5436	LAAL	2009-05-28T00:00:00Z	LA.AL
5437	LAAP	2009-05-29T00:00:00Z	LA.AP
5438	E256	1995-07-08T00:00:00Z	E256
5439	MCAT	2009-06-26T00:00:00Z	M.CAT
5440	LAAB	2009-05-28T00:00:00Z	LAA.B
5441	LAAF	2009-05-28T00:00:00Z	LAA.F
5442	LAAJ	2009-05-28T00:00:00Z	LAA.J
5443	LAAM	2009-05-28T00:00:00Z	LAA.M
5444	NJ8	1997-07-11T00:00:00Z	NJ8
5445	LAAU	2009-05-29T00:00:00Z	LAA.U
5446	NV9	1997-06-28T00:00:00Z	NV9
5447	LBAR	2009-06-01T00:00:00Z	LB.AR
5448	LBAV	2009-05-29T00:00:00Z	LBA.V
5449	LBAU	2009-06-01T00:00:00Z	LB.AU
5450	LBAN	2009-05-29T00:00:00Z	LBA.N
5451	LBAS	2009-05-28T00:00:00Z	LBA.S
5452	LDAA	2009-06-05T00:00:00Z	LD.AA
5453	LDAD	2009-06-03T00:00:00Z	LDAD
5454	LDAH	2009-06-03T00:00:00Z	LD.AH
5455	LDAP	2009-06-03T00:00:00Z	LD.AP
5456	MCAM	2009-06-26T00:00:00Z	MC.AM
5457	MCAG	2009-06-26T00:00:00Z	MCA.G
5458	CYAZ	2009-06-29T00:00:00Z	CY.AZ
5459	CYAL	2009-06-29T00:00:00Z	CY.AL
5460	CYAU	2009-06-29T00:00:00Z	CYA.U
5461	MDAY	2009-06-29T00:00:00Z	MD.AY
5462	CYAP	2009-06-29T00:00:00Z	CY.AP
5463	MYAA	2009-06-29T00:00:00Z	M.YAA
5464	MYAG	2009-06-29T00:00:00Z	MYA.G
5465	MNAY	2009-06-29T00:00:00Z	MNA.Y
5466	CYAD	2009-06-29T00:00:00Z	CY.AD
5467	MYAZ	2009-06-29T00:00:00Z	M.YAZ
5468	MLAY	2009-06-29T00:00:00Z	ML.AY
5469	MKAY	2009-06-29T00:00:00Z	MKA.Y
5470	CYAS	2009-06-29T00:00:00Z	C.YAS
5471	CYAX	2009-06-29T00:00:00Z	CYA.X
5472	MGAY	2009-06-29T00:00:00Z	MGA.Y
5473	MYAL	2009-06-29T00:00:00Z	M.YAL
5474	MYAY	2009-06-29T00:00:00Z	MYA.Y
5475	MCAY	2009-06-29T00:00:00Z	MCA.Y
5476	MJAY	2009-06-29T00:00:00Z	M.JAY
5477	MYAS	2009-06-29T00:00:00Z	MYA.S
5478	MSAY	2009-06-29T00:00:00Z	MSA.Y
5479	MTAY	2009-06-29T00:00:00Z	MT.AY
5480	MAAY	2009-06-29T00:00:00Z	MA.AY
5481	CUAC	2009-06-29T00:00:00Z	CU.AC
5482	MYAT	2009-06-29T00:00:00Z	M.YAT
5483	MYAV	2009-06-29T00:00:00Z	MYA.V
5484	MYAU	2009-06-29T00:00:00Z	MY.AU
5485	MCAZ	2009-06-29T00:00:00Z	M.CAZ
5486	MYAX	2009-06-29T00:00:00Z	MY.AX
5487	MYAC	2009-06-29T00:00:00Z	MYA.C
5488	MFAY	2009-06-29T00:00:00Z	M.FAY
5489	MYAR	2009-06-29T00:00:00Z	MY.AR
5490	MYAK	2009-06-29T00:00:00Z	MYA.K
5491	MYAB	2009-06-29T00:00:00Z	MY.AB
5492	MUAY	2009-06-29T00:00:00Z	M.UAY
5493	MMAY	2009-06-29T00:00:00Z	M.MAY
5494	MRAY	2009-06-29T00:00:00Z	M.RAY
5495	MCAN	2009-06-29T00:00:00Z	MCA.N
5496	MZAY	2009-06-29T00:00:00Z	MZ.AY
5497	MXAB	2009-06-29T00:00:00Z	MXA.B
5498	MVAY	2009-06-29T00:00:00Z	MVA.Y
5499	MXAY	2009-06-29T00:00:00Z	M.XAY
5500	MYAH	2009-06-29T00:00:00Z	M.YAH
5501	MYAD	2009-06-29T00:00:00Z	M.YAD
5502	MYAP	2009-06-29T00:00:00Z	M.YAP
5503	MBAY	2009-06-29T00:00:00Z	M.BAY
5504	MYAM	2009-06-29T00:00:00Z	MY.AM
5505	MYAF	2009-06-29T00:00:00Z	MY.AF
5506	MHAY	2009-06-29T00:00:00Z	MH.AY
5507	MWAY	2009-06-29T00:00:00Z	MW.AY
5508	LRAP	2009-06-29T00:00:00Z	L.RAP
5509	LRAW	2009-06-29T00:00:00Z	L.RAW
5510	LRAR	2009-06-29T00:00:00Z	LR.AR
5511	MTAN	2009-06-29T00:00:00Z	MT.AN
5512	MTAP	2009-06-29T00:00:00Z	MTA.P
5513	LCAF	2009-06-01T00:00:00Z	L.CAF
5514	LCAG	2009-06-01T00:00:00Z	LC.AG
5515	LCAH	2009-06-01T00:00:00Z	LCA.H
5516	LCAJ	2009-06-01T00:00:00Z	L.CAJ
5517	LCAM	2009-06-01T00:00:00Z	L.CAM
5518	LCAN	2009-06-01T00:00:00Z	LC.AN
5519	LCAR	2009-06-01T00:00:00Z	L.CAR
5520	LCAS	2009-06-01T00:00:00Z	LC.AS
5521	LCAT	2009-06-01T00:00:00Z	LCA.T
5522	LCAW	2009-06-01T00:00:00Z	LCA.W
5523	LCAX	2009-06-01T00:00:00Z	LCAX
5524	LCAZ	2009-06-01T00:00:00Z	LCA.Z
5525	HWAZ	2009-05-18T00:00:00Z	H.WAZ
5526	ET54	1996-07-08T00:00:00Z	ET54
5527	KUAG	2009-05-14T00:00:00Z	KU.AG
5528	KWAA	2009-05-25T00:00:00Z	KW.AA
5529	KWAC	2009-05-22T00:00:00Z	KW.AC
5530	KWAD	2009-05-22T00:00:00Z	KW.AD
5531	KWAH	2009-05-13T00:00:00Z	KW.AH
5532	KWAJ	2009-05-25T00:00:00Z	KW.AJ
5533	KWAN	2009-05-13T00:00:00Z	KW.AN
5534	KWAR	2009-05-25T00:00:00Z	KW.AR
5535	KWAS	2009-05-22T00:00:00Z	KW.AS
5536	KWAV	2009-05-13T00:00:00Z	KW.AV
5537	KWAW	2009-05-22T00:00:00Z	KW.AW
5538	KWAZ	2009-05-22T00:00:00Z	KW.AZ
5539	TU9	1998-07-08T00:00:00Z	TU9
5540	KYAB	2009-05-18T00:00:00Z	KY.AB
5541	KYAF	2009-05-14T00:00:00Z	KY.AF
5542	KYAG	2009-05-14T00:00:00Z	KY.AG
5543	KYAH	2009-05-22T00:00:00Z	KY.AH
5544	KYAJ	2009-05-22T00:00:00Z	KY.AJ
5545	KYAK	2009-05-22T00:00:00Z	KY.AK
5546	KYAL	2009-05-22T00:00:00Z	KY.AL
5547	KYAM	2009-05-22T00:00:00Z	KY.AM
5548	KYAP	2009-05-22T00:00:00Z	KY.AP
5549	KYAR	2009-05-22T00:00:00Z	KY.AR
5550	KYAT	2009-05-18T00:00:00Z	KY.AT
5551	KYAU	2009-05-14T00:00:00Z	KY.AU
5552	KYAV	2009-05-22T00:00:00Z	KY.AV
5553	KYAW	2009-05-22T00:00:00Z	KY.AW
5554	KYAY	2009-05-14T00:00:00Z	KY.AY
5555	KZAA	2009-05-22T00:00:00Z	KZ.AA
5556	KZAB	2009-05-22T00:00:00Z	KZ.AB
5557	KZAD	2009-05-22T00:00:00Z	KZ.AD
5558	KZAF	2009-05-22T00:00:00Z	KZ.AF
5559	KZAG	2009-05-22T00:00:00Z	KZ.AG
5560	KZAH	2009-05-22T00:00:00Z	KZ.AH
5561	KZAJ	2009-05-14T00:00:00Z	KZ.AJ
5562	KZAK	2009-05-22T00:00:00Z	KZ.AK
5563	KZAL	2009-05-14T00:00:00Z	KZ.AL
5564	KZAM	2009-05-18T00:00:00Z	KZ.AM
5565	KZAN	2009-05-18T00:00:00Z	KZ.AN
5566	KZAS	2009-05-22T00:00:00Z	KZ.AS
5567	KZAV	2009-05-22T00:00:00Z	KZ.AV
5568	KZAW	2009-05-22T00:00:00Z	KZ.AW
5569	KZAZ	2009-05-22T00:00:00Z	KZ.AZ
5570	LJAN	2009-06-29T00:00:00Z	LJA.N
5571	MYAJ	2009-06-29T00:00:00Z	MY.AJ
5572	CUAK	2009-06-29T00:00:00Z	CU.AK
5573	CYAH	2009-06-29T00:00:00Z	CY.AH
5574	MPAY	2009-06-29T00:00:00Z	MP.AY
5575	MYAW	2009-06-29T00:00:00Z	M.YAW
5576	MTAH	2009-06-29T00:00:00Z	MTA.H
5577	LJAV	2009-06-29T00:00:00Z	LJA.V
5578	LJAR	2009-07-01T00:00:00Z	LJ.AR
5579	LYAV	2009-07-01T00:00:00Z	LY.AV
5580	MVAS	2009-07-01T00:00:00Z	MVA.S
5581	MVAA	2009-07-01T00:00:00Z	M.VAA
5582	MVAV	2009-07-01T00:00:00Z	MVA.V
5583	MVAW	2009-07-01T00:00:00Z	M.VAW
5584	LRAC	2009-07-01T00:00:00Z	LRA.C
5585	MVAF	2009-07-01T00:00:00Z	MV.AF
5586	LJAX	2009-07-01T00:00:00Z	LJ.AX
5587	MVAU	2009-07-01T00:00:00Z	MV.AU
5588	LJAH	2009-07-01T00:00:00Z	L.JAH
5589	MVAP	2009-07-01T00:00:00Z	M.VAP
5590	LJAG	2009-07-01T00:00:00Z	LJA.G
5591	LMAL	2009-06-01T00:00:00Z	L.MAL
5592	LMAM	2009-06-01T00:00:00Z	LM.AM
5593	LMAN	2009-06-01T00:00:00Z	LMA.N
5594	LMAP	2009-06-01T00:00:00Z	L.MAP
5595	LMAR	2009-06-01T00:00:00Z	LM.AR
5596	LMAS	2009-06-01T00:00:00Z	LMA.S
5597	LMAW	2009-06-01T00:00:00Z	L.MAW
5598	LMAX	2009-06-01T00:00:00Z	LM.AX
5599	LMAZ	2009-06-01T00:00:00Z	L.MAZ
5600	MCAC	2009-06-26T00:00:00Z	MCA.C
5601	MCAL	2009-06-26T00:00:00Z	M.CAL
5602	LLAC	2009-06-26T00:00:00Z	L.LAC
5603	MCAF	2009-06-26T00:00:00Z	MC.AF
5604	MCAJ	2009-06-26T00:00:00Z	MC.AJ
5605	LLAN	2009-06-26T00:00:00Z	L.LAN
5606	LLAA	2009-06-26T00:00:00Z	LL.AA
5607	LLAF	2009-06-26T00:00:00Z	LLA.F
5608	LJAT	2009-06-26T00:00:00Z	L.JAT
5609	MBAG	2009-09-08T00:00:00Z	M.BAG
5610	CYAK	2009-06-29T00:00:00Z	C.YAK
5611	LLAT	2009-06-26T00:00:00Z	LL.AT
5612	MCAR	2009-06-26T00:00:00Z	MC.AR
5613	MCAX	2009-06-26T00:00:00Z	MC.AX
5614	MCAV	2009-06-26T00:00:00Z	MCA.V
5615	LJAJ	2009-06-26T00:00:00Z	LJ.AJ
5616	LLAK	2009-06-26T00:00:00Z	L.LAK
5617	LLAU	2009-06-26T00:00:00Z	LLA.U
5618	LJAB	2009-06-26T00:00:00Z	LJ.AB
5619	LLAV	2009-06-26T00:00:00Z	L.LAV
5620	LJAM	2009-06-26T00:00:00Z	LJ.AM
5621	LJAA	2009-06-26T00:00:00Z	L.JAA
5622	LJAZ	2009-06-26T00:00:00Z	L.JAZ
5623	MBAZ	2009-08-31T00:00:00Z	MB.AZ
5624	MBAK	2009-08-31T00:00:00Z	M.BAK
5625	MBAB	2009-09-08T00:00:00Z	MBA.B
5626	LKAT	2009-06-29T00:00:00Z	LKA.T
5627	LRAG	2009-07-01T00:00:00Z	LRA.G
5628	LSAK	2009-07-01T00:00:00Z	LS.AK
5629	LSAZ	2009-07-01T00:00:00Z	LSA.Z
5630	LJAF	2009-07-01T00:00:00Z	LJ.AF
5631	MVAT	2009-07-01T00:00:00Z	M.VAT
5632	LSAJ	2009-07-01T00:00:00Z	L.SAJ
5633	LSAT	2009-07-01T00:00:00Z	LSA.T
5634	LSAP	2009-07-01T00:00:00Z	LSA.P
5635	LSAL	2009-07-01T00:00:00Z	LSA.L
5636	MVAR	2009-07-01T00:00:00Z	MV.AR
5637	LSAD	2009-07-01T00:00:00Z	LSA.D
5638	MVAN	2009-07-01T00:00:00Z	MVA.N
5639	LSAB	2009-07-01T00:00:00Z	L.SAB
5640	LSAG	2009-07-01T00:00:00Z	LS.AG
5641	LSAV	2009-07-01T00:00:00Z	LS.AV
5642	LSAN	2009-07-01T00:00:00Z	LS.AN
5643	LSAC	2009-07-01T00:00:00Z	LS.AC
5644	LSAA	2009-07-01T00:00:00Z	LSA.A
5645	LSAS	2009-07-01T00:00:00Z	LS.AS
5646	LSAW	2009-07-01T00:00:00Z	LSA.W
5647	LSAH	2009-07-01T00:00:00Z	LSA.H
5648	MTAU	2009-07-01T00:00:00Z	M.TAU
5649	MTAS	2009-07-01T00:00:00Z	MT.AS
5650	LSAX	2009-07-01T00:00:00Z	L.SAX
5651	LSAF	2009-07-01T00:00:00Z	L.SAF
5652	LPAA	2009-07-01T00:00:00Z	LP.AA
5653	MTAT	2009-07-01T00:00:00Z	MTA.T
5654	LPAC	2009-07-01T00:00:00Z	L.PAC
5655	LPAH	2009-07-01T00:00:00Z	LP.AH
5656	MTAJ	2009-07-01T00:00:00Z	M.TAJ
5657	LPAK	2009-07-01T00:00:00Z	L.PAK
5658	LPAV	2009-07-01T00:00:00Z	L.PAV
5659	LPAF	2009-07-01T00:00:00Z	LPA.F
5660	MTAV	2009-07-01T00:00:00Z	MT.AV
5661	LMAF	2009-07-01T00:00:00Z	LM.AF
5662	MRAF	2009-07-01T00:00:00Z	MRA.F
5663	MTAF	2009-07-01T00:00:00Z	M.TAF
5664	MTAC	2009-07-01T00:00:00Z	MT.AC
5665	MTAG	2009-07-01T00:00:00Z	MT.AG
5666	MRAR	2009-07-01T00:00:00Z	MRA.R
5667	MRAZ	2009-07-01T00:00:00Z	MR.AZ
5668	MRAB	2009-07-01T00:00:00Z	MRA.B
5669	MRAT	2009-07-01T00:00:00Z	MR.AT
5670	LRAJ	2009-06-29T00:00:00Z	LR.AJ
5671	LRAX	2009-06-29T00:00:00Z	LR.AX
5672	LRAD	2009-06-29T00:00:00Z	L.RAD
5673	LRAB	2009-06-29T00:00:00Z	LR.AB
5674	LRAA	2009-06-29T00:00:00Z	L.RAA
5675	LRAU	2009-06-29T00:00:00Z	LR.AU
5676	LKAL	2009-06-29T00:00:00Z	LKA.L
5677	LKAN	2009-06-29T00:00:00Z	LK.AN
5678	LKAD	2009-06-29T00:00:00Z	LKA.D
5679	LKAX	2009-06-29T00:00:00Z	L.KAX
5680	LKAP	2009-06-29T00:00:00Z	LKA.P
5681	LKAH	2009-06-29T00:00:00Z	LKA.H
5682	MXAF	2009-06-29T00:00:00Z	MXA.F
5683	LKAA	2009-06-29T00:00:00Z	LKA.A
5684	LKAZ	2009-06-29T00:00:00Z	LKA.Z
5685	LKAK	2009-06-29T00:00:00Z	LK.AK
5686	LKAW	2009-06-29T00:00:00Z	LKA.W
5687	LKAJ	2009-06-29T00:00:00Z	L.KAJ
5688	LKAB	2009-06-29T00:00:00Z	L.KAB
5689	LKAG	2009-06-29T00:00:00Z	LK.AG
5690	LKAU	2009-06-29T00:00:00Z	L.KAU
5691	LKAV	2009-06-29T00:00:00Z	LK.AV
5692	LKAC	2009-06-29T00:00:00Z	LK.AC
5693	LKAR	2009-06-29T00:00:00Z	L.KAR
5694	LKAM	2009-06-29T00:00:00Z	L.KAM
5695	MXAA	2009-06-29T00:00:00Z	MX.AA
5696	LKAF	2009-06-29T00:00:00Z	L.KAF
5697	LNAP	2009-06-29T00:00:00Z	LNA.P
5698	LNAM	2009-06-29T00:00:00Z	L.NAM
5699	MXAC	2009-06-29T00:00:00Z	M.XAC
5700	LNAB	2009-06-29T00:00:00Z	L.NAB
5701	LNAT	2009-06-29T00:00:00Z	LNA.T
5702	MXAD	2009-06-29T00:00:00Z	MX.AD
5703	LNAK	2009-06-29T00:00:00Z	LN.AK
5704	LNAS	2009-06-29T00:00:00Z	LN.AS
5705	LNAD	2009-06-29T00:00:00Z	LNA.D
5706	LNAZ	2009-06-29T00:00:00Z	LNA.Z
5707	LNAX	2009-06-29T00:00:00Z	L.NAX
5708	MXAG	2009-06-29T00:00:00Z	M.XAG
5709	LNAJ	2009-06-29T00:00:00Z	L.NAJ
5710	MTAA	2009-06-29T00:00:00Z	MTA.A
5711	LNAL	2009-06-29T00:00:00Z	LNA.L
