bird_reference	raw_KleurringNummer	bird_date_begin	bird_shorthand_pt
1979	UPAX	2013-06-19T00:00:00Z	UP.AX
1980	UCAT	2013-06-04T00:00:00Z	U.CAT
1981	BBH	2013-05-02T00:00:00Z	BBH
1982	BBJ	2013-05-02T00:00:00Z	BBJ
1983	BBK	2013-05-02T00:00:00Z	BBK
1984	BBL	2013-05-02T00:00:00Z	BBL
1985	BBM	2013-05-02T00:00:00Z	BBM
1986	BBN	2013-05-02T00:00:00Z	BBN
1987	BBP	2013-05-02T00:00:00Z	BBP
1988	BBR	2013-05-02T00:00:00Z	BBR
1989	BBS	2013-05-02T00:00:00Z	BBS
1990	BBU	2013-06-07T00:00:00Z	BBU
1991	BBT	2013-06-07T00:00:00Z	BBT
1992	YCAY	2013-06-26T00:00:00Z	YCA.Y
1993	YAAF	2013-06-26T00:00:00Z	YA.AF
1994	YDAY	2013-06-26T00:00:00Z	YDA.Y
1995	YAAN	2013-06-26T00:00:00Z	YAA.N
1996	YAAL	2013-06-24T00:00:00Z	Y.AAL
1997	PGAF	2013-03-19T00:00:00Z	PG.AF
1998	PGAG	2013-03-19T00:00:00Z	PGA.G
1999	PGAH	2013-03-19T00:00:00Z	P.GAH
2000	PGAK	2013-03-19T00:00:00Z	PGA.K
2001	PGAL	2013-03-19T00:00:00Z	P.GAL
2002	BY	2011-01-30T00:00:00Z	BY
2003	THAL	2013-07-12T00:00:00Z	TH.AL
2004	THAR	2013-07-12T00:00:00Z	THA.R
2005	YAAY	2013-07-22T00:00:00Z	YAA.Y
2006	THAV	2013-07-12T00:00:00Z	T.HAV
2007	C1	2011-03-06T00:00:00Z	C1
2008	C2	2011-03-06T00:00:00Z	C2
2009	C3	2011-03-06T00:00:00Z	C3
2010	NYAJ	2010-07-02T00:00:00Z	NYA.J
2011	PCAA	2010-07-05T00:00:00Z	P.CAA
2012	PDAK	2010-07-02T00:00:00Z	PD.AK
2013	PDAP	2010-07-02T00:00:00Z	PDA.P
2014	MDAW	2010-06-19T00:00:00Z	MDA.W
2015	MDAZ	2010-06-29T00:00:00Z	MDA.Z
2016	MFAB	2010-06-20T00:00:00Z	MFA.B
2017	MFAD	2010-06-29T00:00:00Z	MF.AD
2018	MDAX	2010-06-29T00:00:00Z	M.DAX
2019	MFAA	2010-06-24T00:00:00Z	MF.AA
2020	MHAH	2010-06-29T00:00:00Z	MHA.H
2021	MHAJ	2010-06-29T00:00:00Z	M.HAJ
2022	MNAV	2010-06-17T00:00:00Z	MNA.V
2023	MUAN	2010-06-19T00:00:00Z	M.UAN
2024	MBAA	2009-09-01T00:00:00Z	MB.AA
2025	MBAC	2009-08-31T00:00:00Z	M.BAC
2026	MBAD	2009-08-31T00:00:00Z	MB.AD
2027	MBAJ	2009-09-01T00:00:00Z	MBA.J
2028	NSAS	2010-07-02T00:00:00Z	N.SAS
2029	MBAL	2009-09-01T00:00:00Z	MB.AL
2030	NSAT	2010-07-02T00:00:00Z	NS.AT
2031	TJAT	2013-08-07T00:00:00Z	T.JAT
2032	THAN	2013-08-07T00:00:00Z	T.HAN
2033	TPAA	2013-08-07T00:00:00Z	TP.AA
2034	TLAH	2013-08-07T00:00:00Z	TL.AH
2035	TJAZ	2013-08-07T00:00:00Z	TJ.AZ
2036	TPAT	2013-08-07T00:00:00Z	TP.AT
2037	TKAG	2013-08-07T00:00:00Z	TK.AG
2038	NSAU	2010-07-02T00:00:00Z	NSA.U
2039	NSAV	2010-07-02T00:00:00Z	N.SAV
2040	NSAW	2010-07-02T00:00:00Z	NS.AW
2041	MBAS	2009-08-31T00:00:00Z	M.BAS
2042	MUAP	2010-06-22T00:00:00Z	MU.AP
2043	PDAS	2010-07-02T00:00:00Z	PD.AS
2044	KDAS	NA	KDAS
2045	GMAG	NA	GMAG
2046	KHAD	NA	KHAD
2047	HNAJ	NA	HNAJ
2048	KWAP	NA	KWAP
2049	UDAR	NA	UD.AR
2050	KKAA	NA	KKAA
2051	KMAR	NA	KMAR
2052	LRAH	NA	LRAH
2053	TY2	NA	TY2
2054	RTO	NA	RTO
2055	LDAC	NA	LDAC
2056	E099	NA	E099
2057	KDAH	NA	KDAH
2058	TLAA	2013-08-07T00:00:00Z	TL.AA
2059	TKAC	2013-08-07T00:00:00Z	TK.AC
2060	UPAN	2013-08-07T00:00:00Z	UPA.N
2061	USAH	2013-07-22T00:00:00Z	U.SAH
2062	TKAM	2013-07-22T00:00:00Z	T.KAM
2063	UCAZ	2013-07-22T00:00:00Z	U.CAZ
2064	TKAD	2013-07-22T00:00:00Z	TKA.D
2065	TKAJ	2013-07-12T00:00:00Z	T.KAJ
2066	TLAJ	2013-07-22T00:00:00Z	TLA.J
2067	TKAS	2013-07-22T00:00:00Z	TK.AS
2068	YAAT	2013-07-22T00:00:00Z	Y.AAT
2069	TJAA	2013-07-22T00:00:00Z	T.JAA
2070	YGAJ	2013-07-22T00:00:00Z	YG.AJ
2071	YUAL	2013-07-22T00:00:00Z	Y.UAL
2072	YHAN	2013-07-22T00:00:00Z	YHA.N
2073	YCAS	2013-07-22T00:00:00Z	YCA.S
2074	YLAW	2013-07-22T00:00:00Z	Y.LAW
2075	YBAY	2013-07-22T00:00:00Z	YBA.Y
2076	PTAR	2016-08-05T00:00:00Z	P.TAR
2077	YCAJ	2013-07-22T00:00:00Z	YC.AJ
2078	TKAT	2013-07-22T00:00:00Z	TKA.T
2079	URAB	2013-07-22T00:00:00Z	UR.AB
2080	USAV	2013-07-22T00:00:00Z	USA.V
2081	YCAV	2013-07-22T00:00:00Z	YCA.V
2082	SZAD	2013-07-22T00:00:00Z	SZA.D
2083	YBAR	2013-07-22T00:00:00Z	YB.AR
2084	YTAM	2013-07-22T00:00:00Z	YT.AM
2085	YXAU	2013-07-22T00:00:00Z	YX.AU
2086	YFAJ	2013-07-22T00:00:00Z	YF.AJ
2087	YDAK	2013-07-22T00:00:00Z	YDA.K
2088	YBAD	2013-07-22T00:00:00Z	Y.BAD
2089	YWAF	2013-07-22T00:00:00Z	YW.AF
2090	YFAC	2013-07-22T00:00:00Z	YFA.C
2091	YFAD	2013-07-22T00:00:00Z	Y.FAD
2092	YKAX	2013-07-22T00:00:00Z	YK.AX
2093	YWAD	2013-07-22T00:00:00Z	Y.WAD
2094	YBAV	2013-07-22T00:00:00Z	YBA.V
2095	YAAP	2013-07-22T00:00:00Z	Y.AAP
2096	YGAU	2013-07-22T00:00:00Z	YG.AU
2097	YTAC	2013-07-22T00:00:00Z	YTA.C
2098	YHAH	2013-07-22T00:00:00Z	Y.HAH
2099	YKAH	2013-07-22T00:00:00Z	Y.KAH
2100	YXAP	2013-07-22T00:00:00Z	Y.XAP
2101	YHAL	2013-07-22T00:00:00Z	Y.HAL
2102	YGAC	2013-07-22T00:00:00Z	YGA.C
2103	YCAW	2013-07-22T00:00:00Z	Y.CAW
2104	YLAJ	2013-07-22T00:00:00Z	YL.AJ
2105	YJAP	2013-07-22T00:00:00Z	Y.JAP
2106	YLAK	2013-07-22T00:00:00Z	YLA.K
2107	YCAM	2013-07-22T00:00:00Z	YC.AM
2108	YGAT	2013-07-22T00:00:00Z	Y.GAT
2109	YWAV	2013-07-22T00:00:00Z	YWA.V
2110	YWAX	2013-07-22T00:00:00Z	YW.AX
2111	YDAS	2013-07-25T00:00:00Z	YDA.S
2112	YXAM	2013-07-25T00:00:00Z	YX.AM
2113	YGAM	2013-07-25T00:00:00Z	YG.AM
2114	YLAC	2013-07-25T00:00:00Z	YLA.C
2115	YCAX	2013-07-25T00:00:00Z	YC.AX
2116	YAAD	2013-07-25T00:00:00Z	Y.AAD
2117	YCAG	2013-07-25T00:00:00Z	YCA.G
2118	YBAB	2013-07-25T00:00:00Z	YB.AB
2119	YAAH	2013-08-16T00:00:00Z	Y.AAH
2120	YLAM	2013-08-16T00:00:00Z	YL.AM
2121	YAAK	2013-08-16T00:00:00Z	YAA.K
2122	YAAV	2013-08-16T00:00:00Z	YAA.V
2123	YGAN	2013-08-16T00:00:00Z	YGA.N
2124	YFAB	2013-08-16T00:00:00Z	YF.AB
2125	YBAF	2013-08-16T00:00:00Z	YB.AF
2126	YBAP	2013-08-16T00:00:00Z	Y.BAP
2127	YFAS	2013-08-16T00:00:00Z	YFA.S
2128	YBAK	2013-08-16T00:00:00Z	YBA.K
2129	TBAD	2011-07-04T00:00:00Z	T.BAD
2130	YBAG	2013-06-05T00:00:00Z	YBAG
2131	TJAN	2013-07-12T00:00:00Z	TJA.N
2132	TJAV	2013-07-12T00:00:00Z	TJA.V
2133	TKAW	2013-07-12T00:00:00Z	TKA.W
2134	TKAZ	2013-07-26T00:00:00Z	T.KAZ
2135	TPAM	2013-07-12T00:00:00Z	TPA.M
2136	TBAH	2011-07-04T00:00:00Z	T.BAH
2137	PGAV	2014-06-04T00:00:00Z	PGA.V
2138	PKAT	NA	PKAT
2139	RWAZ	2014-07-14T00:00:00Z	R.WAZ
2140	HDAK	NA	HDAK
2141	YKAK	2014-07-28T00:00:00Z	YKA.K
2142	RGAG	2014-07-15T00:00:00Z	RGA.G
2143	RAAF	2014-07-18T00:00:00Z	RA.AF
2144	RBAB	2014-07-18T00:00:00Z	RB.AB
2145	RDAB	2014-07-16T00:00:00Z	RD.AB
2146	RDAH	2014-07-16T00:00:00Z	R.DAH
2147	RDAR	2014-07-16T00:00:00Z	RD.AR
2148	RDAX	2014-07-16T00:00:00Z	RD.AX
2149	RFAR	2014-07-16T00:00:00Z	RF.AR
2150	RFAV	2014-07-16T00:00:00Z	RFA.V
2151	RGAC	2014-07-16T00:00:00Z	RGA.C
2152	RGAM	2014-07-16T00:00:00Z	RG.AM
2153	RGAX	2014-07-16T00:00:00Z	RG.AX
2154	RHAC	2014-07-11T00:00:00Z	RHA.C
2155	RHAN	2014-07-11T00:00:00Z	RHA.N
2156	RHAT	2014-07-11T00:00:00Z	R.HAT
2157	RHAU	2014-07-14T00:00:00Z	RH.AU
2158	RHAV	2014-07-11T00:00:00Z	RHA.V
2159	RHAW	2014-07-11T00:00:00Z	R.HAW
2160	RHAZ	2014-07-11T00:00:00Z	R.HAZ
2161	RJAC	2014-07-11T00:00:00Z	RJA.C
2162	RJAX	2014-07-11T00:00:00Z	RJ.AX
2163	RKAA	2014-07-11T00:00:00Z	R.KAA
2164	RKAB	2014-07-11T00:00:00Z	RK.AB
2165	RKAG	2014-07-15T00:00:00Z	RKA.G
2166	RKAM	2014-07-18T00:00:00Z	RK.AM
2167	RKAR	2014-07-18T00:00:00Z	RK.AR
2168	RKAS	2014-07-11T00:00:00Z	RKA.S
2169	RKAT	2014-07-11T00:00:00Z	R.KAT
2170	RKAW	2014-07-11T00:00:00Z	R.KAW
2171	RKAX	2014-07-11T00:00:00Z	RK.AX
2172	ZTAG	2014-07-11T00:00:00Z	ZTA.G
2173	KJAS	NA	KJAS
2174	TRAF	NA	TRAF
2175	ADAF	NA	ADAF
2176	PJAM	NA	PJAM
2177	PGAZ	2014-06-13T00:00:00Z	P.GAZ
2178	YKAB	2014-06-30T00:00:00Z	YK.AB
2179	YHAJ	2014-06-30T00:00:00Z	YH.AJ
2180	RBAM	2014-07-11T00:00:00Z	RB.AM
2181	YXAF	2014-07-11T00:00:00Z	YX.AF
2182	ZUAV	2014-07-11T00:00:00Z	ZUA.V
2183	ZVAM	2014-07-11T00:00:00Z	ZV.AM
2184	ZTAH	2014-07-11T00:00:00Z	Z.TAH
2185	RCAB	2014-07-11T00:00:00Z	RC.AB
2186	ZVAS	2014-07-11T00:00:00Z	ZVA.S
2187	RAAZ	2014-07-11T00:00:00Z	R.AAZ
2188	RCAA	2014-07-11T00:00:00Z	R.CAA
2189	ZVAR	2014-05-30T00:00:00Z	ZV.AR
2190	YKAJ	2014-07-14T00:00:00Z	YK.AJ
2191	YJAU	2014-07-28T00:00:00Z	YJ.AU
2192	RSAS	2014-07-28T00:00:00Z	RSA.S
2193	ZVAD	2014-07-28T00:00:00Z	Z.VAD
2194	RBAX	2014-07-18T00:00:00Z	RB.AX
2195	YLAV	2014-07-28T00:00:00Z	YLA.V
2196	RFAZ	2014-07-18T00:00:00Z	R.FAZ
2197	RGAH	2014-07-18T00:00:00Z	R.GAH
2198	RKAJ	2014-07-11T00:00:00Z	RK.AJ
2199	ZTAP	2014-07-18T00:00:00Z	Z.TAP
2200	HCAT	NA	HCAT
2201	YHAT	2014-07-14T00:00:00Z	Y.HAT
2202	YKAS	2014-07-14T00:00:00Z	YKA.S
2203	YHAX	2014-07-14T00:00:00Z	YH.AX
2204	ZVAW	NA	Z.VAW
2205	YUAK	2014-06-05T00:00:00Z	YUA.K
2206	RWAS	2014-06-12T00:00:00Z	RWA.S
2207	ZUAC	2014-07-18T00:00:00Z	ZUA.C
2208	YWAM	2014-07-02T00:00:00Z	YW.AM
2209	TBAJ	2011-07-05T00:00:00Z	TB.AJ
2210	TBAK	2011-06-27T00:00:00Z	TBA.K
2211	YTAD	2013-07-22T00:00:00Z	Y.TAD
2212	YAAW	2013-07-22T00:00:00Z	Y.AAW
2213	TJAS	2013-07-22T00:00:00Z	TJA.S
2214	TKAA	2013-07-22T00:00:00Z	TKA.A
2215	TKAV	2013-07-22T00:00:00Z	TK.AV
2216	THAZ	2013-07-22T00:00:00Z	THA.Z
2217	USAJ	2013-07-22T00:00:00Z	US.AJ
2218	TPAP	2013-07-22T00:00:00Z	TP.AP
2219	YAAM	2013-07-22T00:00:00Z	YA.AM
2220	YJAA	2013-07-22T00:00:00Z	Y.JAA
2221	YHAS	2013-07-22T00:00:00Z	YHA.S
2222	YKAC	2013-07-22T00:00:00Z	YKA.C
2223	YHAA	2013-07-22T00:00:00Z	Y.HAA
2224	ZUAF	NA	ZU.AF
2225	YHAG	2013-07-22T00:00:00Z	YHA.G
2226	YFAY	2013-07-22T00:00:00Z	YFA.Y
2227	YXAR	2013-07-22T00:00:00Z	YX.AR
2228	YXAV	2013-07-22T00:00:00Z	YXA.V
2229	YAAX	2013-07-22T00:00:00Z	YA.AX
2230	YVAY	2013-07-22T00:00:00Z	YVA.Y
2231	YKAN	2013-07-22T00:00:00Z	YKA.N
2232	YCAL	2013-07-22T00:00:00Z	Y.CAL
2233	YWAP	2013-07-22T00:00:00Z	Y.WAP
2234	YAAJ	2013-07-22T00:00:00Z	YA.AJ
2235	YXAC	2013-07-22T00:00:00Z	YXA.C
2236	YFAX	2013-07-22T00:00:00Z	YF.AX
2237	YGAD	2013-07-22T00:00:00Z	Y.GAD
2238	YDAX	2013-07-22T00:00:00Z	YD.AX
2239	YUAR	2013-07-22T00:00:00Z	YU.AR
2240	YAAC	2013-07-22T00:00:00Z	YAA.C
2241	YLAR	2013-07-22T00:00:00Z	YL.AR
2242	YHAY	2013-07-22T00:00:00Z	YHA.Y
2243	YBAT	2013-07-22T00:00:00Z	Y.BAT
2244	YGAW	2013-07-22T00:00:00Z	Y.GAW
2245	YBAH	2013-07-22T00:00:00Z	Y.BAH
2246	YWAB	2013-07-22T00:00:00Z	YW.AB
2247	YFAT	2013-07-22T00:00:00Z	Y.FAT
2248	YVAD	2013-07-22T00:00:00Z	Y.VAD
2249	YBAU	2013-07-22T00:00:00Z	YB.AU
2250	YJAL	2013-07-22T00:00:00Z	Y.JAL
2251	YAAU	2013-07-22T00:00:00Z	YA.AU
2252	YVAZ	2013-07-22T00:00:00Z	Y.VAZ
2253	YJAH	2013-07-22T00:00:00Z	Y.JAH
2254	YCAC	2013-07-22T00:00:00Z	YCA.C
2255	YFAV	2013-07-22T00:00:00Z	YFA.V
2256	YDAP	2013-07-22T00:00:00Z	Y.DAP
2257	YFAN	2013-07-22T00:00:00Z	YFA.N
2258	YJAY	2013-07-22T00:00:00Z	YJA.Y
2259	YJAJ	2013-07-22T00:00:00Z	YJ.AJ
2260	YJAR	NA	YJ.AR
2261	YLAZ	2013-07-22T00:00:00Z	Y.LAZ
2262	YBAC	2013-07-22T00:00:00Z	YBA.C
2263	YWAZ	NA	Y.WAZ
2264	YLAL	2014-07-28T00:00:00Z	Y.LAL
2265	RCAH	2014-07-11T00:00:00Z	R.CAH
2266	YGAH	2014-07-02T00:00:00Z	Y.GAH
2267	YGAB	2014-07-02T00:00:00Z	YG.AB
2268	YHAK	2014-07-02T00:00:00Z	YHA.K
2269	YLAN	2014-07-02T00:00:00Z	YLA.N
2270	YGAV	2014-07-02T00:00:00Z	YGA.V
2271	YXAG	2014-07-02T00:00:00Z	YXA.G
2272	YJAD	2014-07-28T00:00:00Z	Y.JAD
2273	RPAA	2014-07-28T00:00:00Z	R.PAA
2274	RGAS	2014-07-15T00:00:00Z	RGA.S
2275	RJAB	2014-07-15T00:00:00Z	RJ.AB
2276	DAAH	NA	DAAH
2277	HBAP	2014-09-11T00:00:00Z	HBA.P
2278	RVAD	2014-07-28T00:00:00Z	R.VAD
2279	YLAB	2014-07-14T00:00:00Z	YL.AB
2280	YJAZ	NA	Y.JAZ
2281	TSAV	NA	TS.AV
2282	RHAA	2014-07-11T00:00:00Z	R.HAA
2283	RHAS	2014-07-11T00:00:00Z	RHA.S
2284	RFAT	2014-07-28T00:00:00Z	R.FAT
2285	BCV	2014-04-21T00:00:00Z	BCV
2286	BCW	2014-04-21T00:00:00Z	BCW
2287	BCX	2014-04-21T00:00:00Z	BCX
2288	BCY	2014-04-21T00:00:00Z	BCY
2289	BCZ	2014-04-21T00:00:00Z	BCZ
2290	BCU	2014-04-21T00:00:00Z	BCU
2291	BCT	2014-04-21T00:00:00Z	BCT
2292	BCS	2014-04-21T00:00:00Z	BCS
2293	BCR	2014-04-21T00:00:00Z	BCR
2294	BCM	2014-04-21T00:00:00Z	BCM
2295	EAHP	2013-07-04T00:00:00Z	EAHP
2296	EAHR	2013-07-04T00:00:00Z	EAHR
2297	EAHS	2013-07-18T00:00:00Z	EAHS
2298	EAHT	2013-07-18T00:00:00Z	EAHT
2299	EAHU	2013-07-19T00:00:00Z	EAHU
2300	EAHV	2013-07-19T00:00:00Z	EAHV
2301	EAHX	2013-07-19T00:00:00Z	EAHX
2302	EAMA	2013-07-19T00:00:00Z	EAMA
2303	YKAV	2013-07-12T00:00:00Z	YKA.V
2304	YJAX	2013-07-12T00:00:00Z	YJ.AX
2305	YUAU	2013-07-12T00:00:00Z	YU.AU
2306	YXAS	2013-07-12T00:00:00Z	YXA.S
2307	YGAX	2013-07-12T00:00:00Z	YG.AX
2308	BBW	2013-06-07T00:00:00Z	BBW
2309	BBV	2013-06-07T00:00:00Z	BBV
2310	BBX	2013-06-07T00:00:00Z	BBX
2311	BBY	2013-06-07T00:00:00Z	BBY
2312	BCC	2013-06-07T00:00:00Z	BCC
2313	BCF	2013-06-07T00:00:00Z	BCF
2314	BCE	2013-06-07T00:00:00Z	BCE
2315	BBZ	2013-06-07T00:00:00Z	BBZ
2316	BCA	2013-06-07T00:00:00Z	BCA
2317	BCB	2013-06-07T00:00:00Z	BCB
2318	YDAN	2013-06-26T00:00:00Z	YDA.N
2319	YKAW	NA	Y.KAW
2320	RJAD	2014-07-11T00:00:00Z	R.JAD
2321	LCAK	NA	LCAK
2322	RCAU	2014-07-11T00:00:00Z	RC.AU
2323	RAAJ	2014-07-11T00:00:00Z	RA.AJ
2324	RPAR	2014-07-28T00:00:00Z	RP.AR
2325	735N	NA	735N
2326	RKAD	2014-07-11T00:00:00Z	R.KAD
2327	YLAX	2014-06-05T00:00:00Z	YL.AX
2328	YXAY	2014-06-16T00:00:00Z	YXA.Y
2329	YGAY	2014-06-16T00:00:00Z	YGA.Y
2330	UNAC	2014-06-16T00:00:00Z	UNA.C
2331	YJAF	2014-06-16T00:00:00Z	YJ.AF
2332	HBAJ	2014-09-11T00:00:00Z	H.BAJ
2333	BCN	2014-04-21T00:00:00Z	BCN
2334	BCP	2014-04-21T00:00:00Z	BCP
2335	BCL	2014-04-21T00:00:00Z	BCL
2336	BCK	2014-04-21T00:00:00Z	BCK
2337	BCJ	2014-04-21T00:00:00Z	BCJ
2338	BEE	2014-05-17T00:00:00Z	BEE
2339	BEF	2014-05-17T00:00:00Z	BEF
2340	BEH	2014-05-17T00:00:00Z	BEH
2341	BEA	2014-05-17T00:00:00Z	BEA
2342	BEC	2014-05-17T00:00:00Z	BEC
2343	BEB	2014-05-17T00:00:00Z	BEB
2344	RAAG	2014-07-18T00:00:00Z	RAA.G
2345	RCAL	2014-07-22T00:00:00Z	R.CAL
2346	ZUAW	2014-07-18T00:00:00Z	Z.UAW
2347	YKAF	2014-06-28T00:00:00Z	YK.AF
2348	RWAM	2014-07-11T00:00:00Z	RW.AM
2349	YHAZ	2014-07-14T00:00:00Z	Y.HAZ
2350	RXAV	2014-07-11T00:00:00Z	RXA.V
2351	ZTAU	2014-07-18T00:00:00Z	ZT.AU
2352	ZUAL	2014-07-18T00:00:00Z	Z.UAL
2353	RAAD	2014-07-22T00:00:00Z	R.AAD
2354	RAAA	2014-07-18T00:00:00Z	R.AAA
2355	RAAC	2014-07-18T00:00:00Z	RAA.C
2356	RAAH	2014-07-18T00:00:00Z	R.AAH
2357	RAAL	2014-07-18T00:00:00Z	R.AAL
2358	RAAN	2014-07-22T00:00:00Z	RAA.N
2359	RAAP	2014-07-18T00:00:00Z	R.AAP
2360	RAAR	2014-07-22T00:00:00Z	RA.AR
2361	RAAS	2014-07-18T00:00:00Z	RAA.S
2362	RAAT	2014-07-22T00:00:00Z	R.AAT
2363	RAAU	2014-07-18T00:00:00Z	RA.AU
2364	RAAV	2014-07-18T00:00:00Z	RAA.V
2365	RAAX	2014-07-18T00:00:00Z	RA.AX
2366	RBAA	2014-07-18T00:00:00Z	R.BAA
2367	RBAC	2014-07-28T00:00:00Z	RBA.C
2368	RBAD	2014-07-18T00:00:00Z	R.BAD
2369	RBAF	2014-07-18T00:00:00Z	RB.AF
2370	RBAG	2014-07-22T00:00:00Z	RBA.G
2371	RBAH	2014-07-18T00:00:00Z	R.BAH
2372	RBAJ	2014-07-28T00:00:00Z	RB.AJ
2373	RBAK	2014-07-18T00:00:00Z	RBA.K
2374	RBAL	2014-07-18T00:00:00Z	R.BAL
2375	RBAN	2014-07-18T00:00:00Z	RBAN
2376	RBAP	2014-07-22T00:00:00Z	R.BAP
2377	RBAR	2014-07-28T00:00:00Z	RB.AR
2378	RSAK	2015-07-06T00:00:00Z	RSA.K
2379	RBAT	2014-07-28T00:00:00Z	R.BAT
2380	YBAA	2013-06-26T00:00:00Z	Y.BAA
2381	YCAP	2013-06-26T00:00:00Z	Y.CAP
2382	YAAB	2013-06-26T00:00:00Z	YA.AB
2383	YAAZ	2013-06-26T00:00:00Z	Y.AAZ
2384	YFAP	2013-06-26T00:00:00Z	Y.FAP
2385	YCAK	2013-06-26T00:00:00Z	YCA.K
2386	EAAX	2013-05-15T00:00:00Z	EAAX
2387	YLAY	NA	YLA.Y
2388	ZVAT	NA	Z.VAT
2389	RHAR	2014-07-11T00:00:00Z	RH.AR
2390	ZVAV	2014-07-18T00:00:00Z	ZVA.V
2391	RGAD	2014-07-16T00:00:00Z	R.GAD
2392	RDAN	2014-07-16T00:00:00Z	RDA.N
2393	RFAC	2014-07-16T00:00:00Z	RFA.C
2394	RFAL	2014-07-16T00:00:00Z	R.FAL
2395	RFAB	2014-07-16T00:00:00Z	RF.AB
2396	RGAV	2014-07-16T00:00:00Z	RGA.V
2397	RFAH	2014-07-16T00:00:00Z	R.FAH
2398	RGAB	2014-07-16T00:00:00Z	RG.AB
2399	RGAU	2014-07-16T00:00:00Z	RG.AU
2400	RGAT	2014-07-16T00:00:00Z	R.GAT
2401	RFAP	2014-07-16T00:00:00Z	R.FAP
2402	RAAB	2014-07-22T00:00:00Z	RA.AB
2403	RKAH	2014-07-11T00:00:00Z	R.KAH
2404	RKAL	2014-07-11T00:00:00Z	R.KAL
2405	RKAU	2014-07-11T00:00:00Z	RK.AU
2406	RRAC	2014-07-28T00:00:00Z	RRA.C
2407	RRAD	2014-07-28T00:00:00Z	R.RAD
2408	RRAG	2014-07-28T00:00:00Z	RRA.G
2409	RRAN	2014-07-28T00:00:00Z	RRA.N
2410	RRAP	2014-07-28T00:00:00Z	R.RAP
2411	RRAS	2014-07-28T00:00:00Z	RRA.S
2412	RRAT	2014-07-28T00:00:00Z	R.RAT
2413	RRAU	2014-07-28T00:00:00Z	RR.AU
2414	RRAW	2014-07-28T00:00:00Z	R.RAW
2415	RRAZ	2014-07-28T00:00:00Z	R.RAZ
2416	RSAA	2014-07-28T00:00:00Z	R.SAA
2417	RSAD	2014-07-28T00:00:00Z	R.SAD
2418	RSAG	2014-07-28T00:00:00Z	RSA.G
2419	RSAH	2014-07-28T00:00:00Z	R.SAH
2420	RSAJ	2014-07-28T00:00:00Z	RS.AJ
2421	RSAL	2014-07-28T00:00:00Z	R.SAL
2422	RSAP	2014-07-28T00:00:00Z	R.SAP
2423	RSAW	2014-07-28T00:00:00Z	R.SAW
2424	RTAH	2014-07-28T00:00:00Z	R.TAH
2425	RTAL	2014-07-28T00:00:00Z	R.TAL
2426	RTAP	2014-07-28T00:00:00Z	R.TAP
2427	RTAZ	2014-07-28T00:00:00Z	R.TAZ
2428	RUAJ	2014-07-28T00:00:00Z	RU.AJ
2429	RWAB	2014-07-14T00:00:00Z	RW.AB
2430	ZTAS	2014-07-18T00:00:00Z	ZTA.S
2431	YHAB	2014-07-14T00:00:00Z	YH.AB
2432	RZAA	2014-07-14T00:00:00Z	R.ZAA
2433	RZAF	2014-07-14T00:00:00Z	RZ.AF
2434	RZAJ	2014-07-14T00:00:00Z	RZ.AJ
2435	RZAR	2014-07-14T00:00:00Z	RZ.AR
2436	YHAC	2014-06-28T00:00:00Z	YHA.C
2437	YHAF	2014-07-11T00:00:00Z	YH.AF
2438	YHAM	2014-07-14T00:00:00Z	YH.AM
2439	YJAT	2014-07-28T00:00:00Z	Y.JAT
2440	YLAU	2014-07-28T00:00:00Z	YL.AU
2441	YUAM	2014-07-28T00:00:00Z	YU.AM
2442	YUAS	2014-07-28T00:00:00Z	YUA.S
2443	YUAV	2014-07-14T00:00:00Z	YUA.V
2444	YUAZ	2014-07-28T00:00:00Z	Y.UAZ
2445	YVAK	2014-07-28T00:00:00Z	YVA.K
2446	YWAC	2014-07-11T00:00:00Z	YWA.C
2447	ZUAA	2014-07-18T00:00:00Z	Z.UAA
2448	HBAS	2014-09-11T00:00:00Z	HB.AS
2449	ZUAB	2014-07-18T00:00:00Z	ZU.AB
2450	ZUAG	2014-07-18T00:00:00Z	ZUA.G
2451	ZUAH	2014-07-18T00:00:00Z	Z.UAH
2452	ZUAJ	2014-07-22T00:00:00Z	ZU.AJ
2453	ZVAA	2014-07-22T00:00:00Z	Z.VAA
2454	ZVAB	2014-07-18T00:00:00Z	ZV.AB
2455	ZVAC	2014-07-18T00:00:00Z	ZVA.C
2456	ZVAJ	2014-07-18T00:00:00Z	ZV.AJ
2457	ZVAL	2014-07-18T00:00:00Z	Z.VAL
2458	ZVAN	2014-07-18T00:00:00Z	ZVA.N
2459	ZVAP	2014-07-22T00:00:00Z	Z.VAP
2460	ZVAY	2014-07-18T00:00:00Z	ZVA.Y
2461	ZVAZ	2014-07-18T00:00:00Z	Z.VAZ
2462	ZUAR	2014-07-18T00:00:00Z	ZU.AR
2463	HBAW	2014-10-03T00:00:00Z	HBA.W
2464	YDAR	2013-06-26T00:00:00Z	YD.AR
2465	LSAM	NA	LSAM
2466	YKAZ	2014-07-02T00:00:00Z	Y.KAZ
2467	KDAN	NA	KDAN
2468	RDAV	2014-07-15T00:00:00Z	RDA.V
2469	RDAM	2014-07-15T00:00:00Z	RD.AM
2470	RDAT	2014-07-15T00:00:00Z	R.DAT
2471	RGAP	2014-07-15T00:00:00Z	R.GAP
2472	RAAK	2014-07-18T00:00:00Z	RAA.K
2473	RWAN	2014-07-14T00:00:00Z	RWA.N
